fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Innehåller en citron mer eller mindre C-vitamin än apelsinjuice?;Citron;Apelsinjuice;53;50;mg per 100 g;Hur många mg skiljer det?
Innehåller Coca-Cola mer eller mindre socker än Red Bull?;Coca-Cola;Red Bull;10,6;11;gram per 100 ml;Hur många gram skiljer det?
Innehåller en banan mer eller mindre kalium än en potatis?;Banan;Potatis;358;421;mg per 100 g;Hur många mg skiljer det?
Har en morot fler eller färre kalorier än broccoli?;Morot;Broccoli;41;34;kcal per 100 g;Hur många kcal skiljer det?
Har feta fler eller färre kalorier än mozzarella?;Feta;Mozzarella;264;318;kcal per 100 g;Hur många kcal skiljer det?
Innehåller en mango mer eller mindre socker än ananas?;Mango;Ananas;13,7;9,9;gram per 100 g;Hur många gram skiljer det?
Innehåller ett äpple mer eller mindre fiber än ett päron?;Äpple;Päron;2,4;3,1;gram per 100 g;Hur många gram skiljer det?
Innehåller honung mer eller mindre socker än lönnsirap?;Honung;Lönnsirap;82;60,5;gram per 100 g;Hur många gram skiljer det?
Innehåller helmjölk mer eller mindre fett än grekisk yoghurt?;Helmjölk;Grekisk yoghurt;3,3;5;gram per 100 g;Hur många gram skiljer det?
Har lönnsirap fler eller färre kalorier än strösocker?;Lönnsirap;Strösocker;261;387;kcal per 100 g;Hur många kcal skiljer det?
Har cheddar fler eller färre kalorier än feta?;Cheddar;Feta;404;264;kcal per 100 g;Hur många kcal skiljer det?
Har druvor fler eller färre kalorier än en apelsin?;Druvor;Apelsin;69;47;kcal per 100 g;Hur många kcal skiljer det?
Innehåller jordgubbar mer eller mindre C-vitamin än kiwi?;Jordgubbar;Kiwi;59,6;93;mg per 100 g;Hur många mg skiljer det?
Har nötfärs fler eller färre kalorier än kycklingbröst?;Nötfärs;Kycklingbröst;254;150;kcal per 100 g;Hur många kcal skiljer det?
Har pommes frites fler eller färre kalorier än potatischips?;Pommes frites;Potatischips;312;547;kcal per 100 g;Hur många kcal skiljer det?
Har blåbär fler eller färre kalorier än jordgubbar?;Blåbär;Jordgubbar;57;32;kcal per 100 g;Hur många kcal skiljer det?
Har kokt pasta fler eller färre kalorier än kokt potatis?;Kokt pasta;Kokt potatis;158;87;kcal per 100 g;Hur många kcal skiljer det?
Innehåller mörk choklad mer eller mindre socker än mjölkchoklad?;Mörk choklad;Mjölkchoklad;24;50;gram per 100 g;Hur många gram skiljer det?
Innehåller kokta linser mer eller mindre protein än kokta kikärter?;Kokta linser;Kokta kikärter;18;8,9;gram per 100 g;Hur många gram skiljer det?
Har bacon fler eller färre kalorier än nötfärs?;Bacon;Nötfärs;541;254;kcal per 100 g;Hur många kcal skiljer det?
Har en croissant fler eller färre kalorier än en bagel?;Croissant;Bagel;406;250;kcal per 100 g;Hur många kcal skiljer det?
Har en tomat fler eller färre kalorier än röd paprika?;Tomat;Röd paprika;18;26;kcal per 100 g;Hur många kcal skiljer det?
Har kokta äggnudlar fler eller färre kalorier än kokt couscous?;Kokta äggnudlar;Kokt couscous;138;112;kcal per 100 g;Hur många kcal skiljer det?
Har en avokado fler eller färre kalorier än kokt pasta?;Avokado;Kokt pasta;160;158;kcal per 100 g;Hur många kcal skiljer det?
Har gouda fler eller färre kalorier än brie?;Gouda;Brie;356;334;kcal per 100 g;Hur många kcal skiljer det?
Innehåller en kopp grönt te mer eller mindre koffein än filterkaffe?;Grönt te;Filterkaffe;20;80;mg per 100 ml;Hur många mg skiljer det?
Innehåller parmesan mer eller mindre protein än ett ägg?;Parmesan;Ägg;35,7;12,6;gram per 100 g;Hur många gram skiljer det?
Innehåller Red Bull mer eller mindre koffein än en Monster?;Red Bull;Monster;32;33,8;mg per 100 ml;Hur många mg skiljer det?
Har popcorn fler eller färre kalorier än potatischips?;Popcorn;Potatischips;387;547;kcal per 100 g;Hur många kcal skiljer det?
Innehåller en banan mer eller mindre C-vitamin än en kiwi?;Banan;Kiwi;8,7;93;mg per 100 g;Hur många mg skiljer det?
Innehåller spenat mer eller mindre järn än nötkött?;Spenat;Nötkött;2,7;5,5;mg per 100 g;Hur många mg skiljer det?
Har en banan fler eller färre kalorier än vindruvor?;Banan;Vindruvor;89;69;kcal per 100 g;Hur många kcal skiljer det?
Har Whopper fler eller färre kalorier än en Big Mac?;Whopper;Big Mac;660;580;kcal;Hur många kcal skiljer det?
Har jordnötssmör fler eller färre kalorier än Nutella?;Jordnötssmör;Nutella;590;530;kcal per 100 g;Hur många kcal skiljer det?
Innehåller cheddar mer eller mindre protein än mandel?;Cheddar;Mandel;25;21;gram per 100 g;Hur många gram skiljer det?
Har vaniljglass fler eller färre kalorier än grekisk yoghurt?;Vaniljglass;Grekisk yoghurt;207;97;kcal per 100 g;Hur många kcal skiljer det?
Innehåller en kopp svart te mer eller mindre koffein än grönt te?;Svart te;Grönt te;25;20;mg per 100 ml;Hur många mg skiljer det?
Har russin fler eller färre kalorier än färska vindruvor?;Russin;Vindruvor;299;69;kcal per 100 g;Hur många kcal skiljer det?
Innehåller russin mer eller mindre socker än färska vindruvor?;Russin;Vindruvor;65,2;15,5;gram per 100 g;Hur många gram skiljer det?
Innehåller en espresso mer eller mindre koffein än Coca-Cola?;Espresso;Coca-Cola;212;10;mg per 100 ml;Hur många mg skiljer det?
Har olivolja fler eller färre kalorier än kokt potatis?;Olivolja;Kokt potatis;884;87;kcal per 100 g;Hur många kcal skiljer det?
Väger ett hönsägg mer eller mindre än ett vaktelägg?;Hönsägg;Vaktelägg;58;9;gram;Hur många gram skiljer det?
Har vispgrädde fler eller färre kalorier än lättmjölk?;Vispgrädde;Lättmjölk;340;42;kcal per 100 g;Hur många kcal skiljer det?
Innehåller smör mer eller mindre fett än olivolja?;Smör;Olivolja;81;100;gram per 100 g;Hur många gram skiljer det?
Har vodka fler eller färre kalorier än öl?;Vodka;Öl;231;42;kcal per 100 ml;Hur många kcal skiljer det?
Innehåller mörk choklad mer eller mindre koffein än mjölkchoklad?;Mörk choklad;Mjölkchoklad;43;20;mg per 100 g;Hur många mg skiljer det?
