fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har kokt vitt ris fler eller färre kalorier än kokt fullkornsris?;Vitt ris;Fullkornsris;129;122;kcal per 100 g;Hur många kcal skiljer det?
Innehåller gurka mer eller mindre vatten än vattenmelon?;Gurka;Vattenmelon;96,7;92;procent vatten;Hur många procentenheter skiljer det?
Innehåller en citron mer eller mindre C-vitamin än apelsinjuice?;Citron;Apelsinjuice;53;50;mg per 100 g;Hur många mg skiljer det?
Innehåller Coca-Cola mer eller mindre socker än Red Bull?;Coca-Cola;Red Bull;10,6;11;gram per 100 ml;Hur många gram skiljer det?
Innehåller en banan mer eller mindre kalium än en potatis?;Banan;Potatis;358;421;mg per 100 g;Hur många mg skiljer det?
Har en morot fler eller färre kalorier än broccoli?;Morot;Broccoli;41;34;kcal per 100 g;Hur många kcal skiljer det?
Har feta fler eller färre kalorier än mozzarella?;Feta;Mozzarella;264;318;kcal per 100 g;Hur många kcal skiljer det?
Har kokta äggnudlar fler eller färre kalorier än kokt couscous?;Kokta äggnudlar;Kokt couscous;138;112;kcal per 100 g;Hur många kcal skiljer det?
Har en avokado fler eller färre kalorier än kokt pasta?;Avokado;Kokt pasta;160;158;kcal per 100 g;Hur många kcal skiljer det?
Har gouda fler eller färre kalorier än brie?;Gouda;Brie;356;334;kcal per 100 g;Hur många kcal skiljer det?
Innehåller Red Bull mer eller mindre koffein än en Monster?;Red Bull;Monster;32;33,8;mg per 100 ml;Hur många mg skiljer det?
Har Whopper fler eller färre kalorier än en Big Mac?;Whopper;Big Mac;660;580;kcal;Hur många kcal skiljer det?
Har jordnötssmör fler eller färre kalorier än Nutella?;Jordnötssmör;Nutella;590;530;kcal per 100 g;Hur många kcal skiljer det?
Innehåller cheddar mer eller mindre protein än mandel?;Cheddar;Mandel;25;21;gram per 100 g;Hur många gram skiljer det?
Innehåller en kopp svart te mer eller mindre koffein än grönt te?;Svart te;Grönt te;25;20;mg per 100 ml;Hur många mg skiljer det?
Rymmer Wembley fler eller färre åskådare än Camp Nou?;Wembley;Camp Nou;90000;99354;åskådare;Hur många åskådare skiljer det?
Sitter ett volleybollnät (herrar) högre eller lägre än en basketkorg?;Volleybollnät;Basketkorg;2,43;3,05;meter;Hur många meter skiljer det?
Är ett tennisnät högre vid mitten eller vid stolparna?;Mitten;Stolparna;0,914;1,07;meter;Hur många meter skiljer det?
Sitter ett volleybollnät för damer högre eller lägre än för herrar?;Damnät;Herrnät;2,24;2,43;meter;Hur många meter skiljer det?
Är en tennisbana kortare eller längre än en NBA-plan?;Tennisbana;NBA-plan;23,77;28,65;meter;Hur många meter skiljer det?
Är damernas världsrekord på 100 meter snabbare eller långsammare än herrarnas?;100 meter damer;100 meter herrar;10,49;9,58;sekunder;Hur många sekunder skiljer det?
Kastas herrarnas slägga längre eller kortare än rekordet i diskus?;Slägga (rekord);Diskus (rekord);86,74;74,08;meter;Hur många meter skiljer det?
Rymmer Camp Nou fler eller färre åskådare än Melbourne Cricket Ground?;Camp Nou;Melbourne Cricket Ground;99354;100024;åskådare;Hur många åskådare skiljer det?
Är en simbassäng (olympisk) längre eller kortare än en NHL-rink?;Olympisk bassäng;NHL-rink;50;61;meter;Hur många meter skiljer det?
Är topphastigheten för en F1-bil högre eller lägre än för en MotoGP-motorcykel?;F1-bil;MotoGP;372;366;km/h;Hur många km/h skiljer det?
Väger en handboll (herrar) mer eller mindre än en fotboll?;Handboll (herrar);Fotboll;450;430;gram;Hur många gram skiljer det?
Är ett fält i amerikansk fotboll längre eller kortare än en fotbollsplan?;Amerikansk fotboll;Fotbollsplan;91,44;105;meter;Hur många meter skiljer det?
Är en basketkorg högre eller lägre än ett fotbollsmåls överliggare?;Basketkorg;Fotbollsmål (höjd);3,05;2,44;meter;Hur många meter skiljer det?
Var Giro d'Italia 2024 längre eller kortare än Tour de France 2024?;Giro d'Italia 2024;Tour de France 2024;3400,8;3498;kilometer;Hur många kilometer skiljer det?
Spelas en basketmatch (NBA) under fler eller färre minuter än en ishockeymatch?;NBA-match;Ishockeymatch;48;60;minuter;Hur många minuter skiljer det?
Har ett baseboll-lag fler eller färre spelare på plan än ett amerikansk fotbollslag?;Baseboll;Amerikansk fotboll;9;11;spelare;Hur många spelare skiljer det?
Har ett rugby league-lag fler eller färre spelare än ett rugby union-lag?;Rugby league;Rugby union;13;15;spelare;Hur många spelare skiljer det?
Har Siljan större eller mindre yta än Torneträsk?;Siljan;Torneträsk;290;332;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är Kaknästornet högre eller lägre än Turning Torso?;Kaknästornet;Turning Torso;155;190;meter;Hur många meter skiljer det?
Är Kebnekaise högre eller lägre än Sarektjåkkå?;Kebnekaise;Sarektjåkkå;2097;2089;meter;Hur många meter skiljer det?
Är Helagsfjället högre eller lägre än Kebnekaise?;Helagsfjället;Kebnekaise;1797;2097;meter;Hur många meter skiljer det?
Är Ångermanälven längre eller kortare än Ljusnan?;Ångermanälven;Ljusnan;460;451;kilometer;Hur många kilometer skiljer det?
Är Ume älv längre eller kortare än Lule älv?;Ume älv;Lule älv;477;470;kilometer;Hur många kilometer skiljer det?
Är Klarälven längre eller kortare än Dalälven?;Klarälven;Dalälven;460;557;kilometer;Hur många kilometer skiljer det?
Är Indalsälven längre eller kortare än Vindelälven?;Indalsälven;Vindelälven;431;467;kilometer;Hur många kilometer skiljer det?
Är Storsylen högre eller lägre än Helags?;Storsylen;Helags;1762;1797;meter;Hur många meter skiljer det?
Är Sarektjåkkå högre eller lägre än Helags?;Sarektjåkkå;Helags;2089;1797;meter;Hur många meter skiljer det?
Har Hisingen större eller mindre yta än Värmdö?;Hisingen;Värmdö;199;180;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Värmdö större eller mindre yta än Tjörn?;Värmdö;Tjörn;180;147;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Är avståndet Stockholm–Sundsvall längre eller kortare än Stockholm–Göteborg?;Stockholm–Sundsvall;Stockholm–Göteborg;343;397;kilometer;Hur många kilometer skiljer det?
Regerade Gustav Vasa längre eller kortare än Gustaf V?;Gustav Vasa;Gustaf V;37;43;år;Hur många år skiljer det?
Regerade Oscar II längre eller kortare än Gustav Vasa?;Oscar II;Gustav Vasa;35;37;år;Hur många år skiljer det?
Är Kista Science Tower högre eller lägre än Kaknästornet?;Kista Science Tower;Kaknästornet;124;155;meter;Hur många meter skiljer det?
Är Hällingsåfallet högre eller lägre än Tännforsen?;Hällingsåfallet;Tännforsen;43;38;meter;Hur många meter skiljer det?
Har Jämtland större eller mindre yta än Dalarna?;Jämtland;Dalarna;34009;29086;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Lunds domkyrka högre eller lägre tornhöjd än Skara domkyrka?;Lunds domkyrka;Skara domkyrka;55;65;meter;Hur många meter skiljer det?
Har Helsingborg större eller mindre folkmängd än Jönköping? (2024);Helsingborg;Jönköping;151371;145609;invånare;Hur många invånare skiljer det?
Har Västerås större eller mindre folkmängd än Umeå? (2024);Västerås;Umeå;159082;132372;invånare;Hur många invånare skiljer det?
Har Örebro större eller mindre folkmängd än Norrköping? (2024);Örebro;Norrköping;158505;145308;invånare;Hur många invånare skiljer det?
Har Padjelanta nationalpark större eller mindre yta än Sarek nationalpark?;Padjelanta;Sarek;1984;1970;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Hornavan större eller mindre yta än Uddjaure?;Hornavan;Uddjaure;262;249;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Bolmen större eller mindre yta än Storuman?;Bolmen;Storuman;173;171;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har Padjelanta nationalpark större eller mindre yta än Gotland?;Padjelanta;Gotland;1984;3134;kvadratkilometer;Hur många kvadratkilometer skiljer det?
Har en Bugatti Chiron högre eller lägre toppfart än en Koenigsegg Jesko Absolut?;Bugatti Chiron Super Sport;Koenigsegg Jesko Absolut;490;500;km/h;Hur många km/h skiljer toppfarten?
Har en Tesla Model S Plaid mer eller mindre effekt än en Ferrari SF90?;Tesla Model S Plaid;Ferrari SF90 Stradale;1020;990;hk;Hur många hk skiljer det?
Lanserades första iPhone tidigare eller senare än första Android-telefonen?;Första iPhone;HTC Dream (T-Mobile G1);2007;2008;år;Hur många år skiljer lanseringarna?
Är Kanaltunneln längre eller kortare än Gotthardtunneln?;Kanaltunneln;Gotthards bastunnel;50,5;57,1;km;Hur många km skiljer längden?
Väger en Airbus A380 mer eller mindre vid start än en Boeing 747-8?;Airbus A380;Boeing 747-8;575;448;ton;Hur många ton skiljer startvikten?
Vägde Saturn V-raketen mer eller mindre vid start än rymdfärjan?;Saturn V;Rymdfärjan (hela stacken);2800;2030;ton;Hur många ton skiljer startvikten?
Hade SR-71 Blackbird högre eller lägre toppfart än Concorde?;SR-71 Blackbird;Concorde;3530;2179;km/h;Hur många km/h skiljer toppfarten?
Har en Bugatti Chiron mer eller mindre effekt än en Bugatti Veyron?;Bugatti Chiron;Bugatti Veyron;1500;1001;hk;Hur många hk skiljer effekten?
Är Queen Mary 2 längre eller kortare än Titanic?;Queen Mary 2;Titanic;345;269;meter;Hur många meter skiljer längden?
Är Suezkanalen längre eller kortare än Panamakanalen?;Suezkanalen;Panamakanalen;193;82;km;Hur många km skiljer längden?
Har Shanghais maglevtåg högre eller lägre marschfart än ett TGV?;Shanghai Maglev;TGV;431;320;km/h;Hur många km/h skiljer farten?
Väger Ariane 5 mer eller mindre vid start än en Falcon 9?;Ariane 5;Falcon 9;777;549;ton;Hur många ton skiljer startvikten?
Är Burj Khalifa högre eller lägre än CN Tower?;Burj Khalifa;CN Tower;828;553;meter;Hur många meter skiljer höjden?
Har en F1-bil mer eller mindre effekt än en Volvo-lastbil?;F1-bil;Volvo FH lastbil;1000;750;hk;Hur många hk skiljer effekten?
Väger Apollos månlandare mer eller mindre än kommandomodulen?;Apollos månlandare (LM);Apollos kommandomodul (CSM);15;30;ton;Hur många ton skiljer vikten?
Väger rymdteleskopet Hubble mer eller mindre än James Webb?;Hubble;James Webb;11;6,5;ton;Hur många ton skiljer vikten?
Är SpaceX Starship högre eller lägre än Saturn V?;SpaceX Starship;Saturn V;120;111;meter;Hur många meter skiljer höjden?
Har en Tesla Model 3 Long Range större eller mindre batteri än en Nissan Leaf?;Tesla Model 3 Long Range;Nissan Leaf e+;82;62;kWh;Hur många kWh skiljer batterikapaciteten?
Är en Boeing 787-9 längre eller kortare än en Airbus A350-900?;Boeing 787-9 Dreamliner;Airbus A350-900;62,8;66,8;meter;Hur många meter skiljer längden?
Hade en Bugatti Veyron Super Sport högre eller lägre toppfart än en Tesla Model 3?;Bugatti Veyron Super Sport;Tesla Model 3;431;225;km/h;Hur många km/h skiljer toppfarten?
Hade en Tu-144 högre eller lägre toppfart än Concorde?;Tupolev Tu-144;Concorde;2430;2179;km/h;Hur många km/h skiljer toppfarten?
Har en GoPro Hero12 fler eller färre megapixlar än en iPhone 15 Pro huvudkamera?;GoPro Hero12;iPhone 15 Pro;27;48;megapixel;Hur många megapixlar skiljer det?
Väger en Boeing 747-8 mer eller mindre vid start än en Antonov An-225?;Boeing 747-8;Antonov An-225;448;640;ton;Hur många ton skiljer startvikten?
Är Japans maglevtåg L0 snabbare eller långsammare än Shanghai Maglev?;Japans L0-maglev;Shanghai Maglev;603;431;km/h;Hur många km/h skiljer rekordfarten?
Har en MacBook Pro 16 tum större eller mindre skärm än en iMac 24 tum?;MacBook Pro 16 tum;iMac 24 tum;16,2;23,5;tum;Hur många tum skiljer skärmstorleken?
Har en DJI Mavic 3-drönare längre eller kortare flygtid än en DJI Mini 4 Pro?;DJI Mavic 3;DJI Mini 4 Pro;46;34;minuter;Hur många minuter skiljer flygtiden?
Lanserades första Nokia 3310 tidigare eller senare än första iPod?;Nokia 3310;Apple iPod;2000;2001;år;Hur många år skiljer lanseringarna?
Väger rymdteleskopet James Webb mer eller mindre än en stadsbuss?;James Webb;Stadsbuss;6,5;12;ton;Hur många ton skiljer vikten?
Har Falcon Heavy mer eller mindre startdragkraft än Saturn V?;Falcon Heavy;Saturn V;22800;35100;kilonewton;Hur många kilonewton skiljer dragkraften?
Är en Ford F-150 Lightning tyngre eller lättare än en vanlig Ford F-150?;Ford F-150 Lightning;Ford F-150 (bensin);2950;2100;kilo;Hur många kilo skiljer vikten?
Har en Rimac Nevera mer eller mindre effekt än den nya Tesla Roadster?;Rimac Nevera;Tesla Roadster (2:a gen);1914;1000;hk;Hur många hk skiljer effekten?
Är en Falcon 9 högre eller lägre än Saturn V?;Falcon 9;Saturn V;70;111;meter;Hur många meter skiljer höjden?
Har en Samsung Galaxy S24 Ultra större eller mindre batteri än en iPhone 15 Pro Max?;Samsung Galaxy S24 Ultra;iPhone 15 Pro Max;5000;4441;mAh;Hur många mAh skiljer batteriet?
Väger en PlayStation 5 mer eller mindre än en Xbox Series X?;PlayStation 5;Xbox Series X;4,5;4,45;kilo;Hur många kilo skiljer vikten?
Väger en MacBook Air 13 tum mer eller mindre än en iPad Pro 12,9 tum?;MacBook Air 13 tum;iPad Pro 12,9 tum;1,24;0,68;kilo;Hur många kilo skiljer vikten?
Har en Volvo FH Electric längre eller kortare räckvidd än en Tesla Semi?;Volvo FH Electric;Tesla Semi;600;800;kilometer;Hur många kilometer skiljer räckvidden?
Hade en Bell 407-helikopter högre eller lägre toppfart än ett segelflygplan?;Bell 407;Segelflygplan;259;130;km/h;Hur många km/h skiljer toppfarten?
Varvar en Formel 1-motor högre eller lägre än en vanlig personbilsmotor?;Formel 1-motor;Personbilsmotor (bensin);15000;6500;varv/min;Hur många varv/min skiljer maxvarvtalet?
Har en Tesla Model S Plaid längre eller kortare räckvidd än en Lucid Air?;Tesla Model S Plaid;Lucid Air Dream;600;830;kilometer;Hur många kilometer skiljer räckvidden?
Lanserades första Windows tidigare eller senare än första Macintosh?;Windows 1.0;Apple Macintosh;1985;1984;år;Hur många år skiljer lanseringarna?
Är en Airbus A320 längre eller kortare än en Boeing 737?;Airbus A320;Boeing 737-800;37,6;39,5;meter;Hur många meter skiljer längden?
Har ett modernt toppgrafikkort mer eller mindre effekt än en spelkonsol?;Nvidia RTX 4090;PlayStation 5;450;200;watt;Hur många watt skiljer effektförbrukningen?
Har en Boeing 777 längre eller kortare räckvidd än en Airbus A220?;Boeing 777-200LR;Airbus A220-300;15843;6300;kilometer;Hur många kilometer skiljer räckvidden?
Väger en elcykel mer eller mindre än en vanlig stadscykel?;Elcykel;Vanlig stadscykel;25;15;kilo;Hur många kilo skiljer vikten?
Har en robotdammsugare längre eller kortare batteritid än en handhållen Dyson?;Robotdammsugare;Handhållen dammsugare;120;60;minuter;Hur många minuter skiljer batteritiden?
Har en Nikon-systemkamera fler eller färre megapixlar än en Hasselblad mellanformat?;Nikon Z8;Hasselblad X2D;45,7;100;megapixel;Hur många megapixlar skiljer det?
Är raketen New Glenn högre eller lägre än Falcon Heavy?;New Glenn;Falcon Heavy;98;70;meter;Hur många meter skiljer höjden?
Hade rymdfärjan högre eller lägre startdragkraft än en Ariane 5?;Rymdfärjan (hela stacken);Ariane 5;30200;13500;kilonewton;Hur många kilonewton skiljer dragkraften?
Hade Concorde högre eller lägre marschfart än ett vanligt passagerarplan?;Concorde;Vanligt passagerarplan;2179;900;km/h;Hur många km/h skiljer marschfarten?
Flyger Voyager 1 snabbare eller långsammare än den internationella rymdstationen?;Voyager 1;Internationella rymdstationen (ISS);61000;28000;km/h;Hur många km/h skiljer farten?
Är Burj Khalifa högre eller lägre än One World Trade Center?;Burj Khalifa;One World Trade Center;828;541;meter;Hur många meter skiljer höjden?
Väger en modern smartphone mer eller mindre än en surfplatta?;Smartphone;Surfplatta;200;470;gram;Hur många gram skiljer vikten?
Har en Lucid Air längre eller kortare räckvidd än en genomsnittlig elbil?;Lucid Air;Genomsnittlig elbil;830;400;kilometer;Hur många kilometer skiljer räckvidden?
Är Saturn V-raketen högre eller lägre än Frihetsgudinnan?;Saturn V;Frihetsgudinnan;111;93;meter;Hur många meter skiljer höjden?
Är kryssningsfartyget Icon of the Seas längre eller kortare än Symphony of the Seas?;Icon of the Seas;Symphony of the Seas;365;362;meter;Hur många meter skiljer längden?
Hade en Formel 1-bil högre eller lägre toppfart än en IndyCar?;Formel 1-bil;IndyCar;360;380;km/h;Hur många km/h skiljer toppfarten?
Har en FPV-racingdrönare högre eller lägre toppfart än en DJI Mavic 3?;FPV-racingdrönare;DJI Mavic 3;160;75;km/h;Hur många km/h skiljer toppfarten?
Kan rymdfärjan lyfta mer eller mindre last till omloppsbana än en Falcon 9?;Rymdfärjan;Falcon 9;24;22;ton;Hur många ton skiljer lastkapaciteten?
Är en Typhoon-ubåt längre eller kortare än Titanic?;Typhoon-ubåt;Titanic;175;269;meter;Hur många meter skiljer längden?
Har en Tesla Model S Plaid högre eller lägre toppfart än en Bugatti Chiron?;Tesla Model S Plaid;Bugatti Chiron;322;420;km/h;Hur många km/h skiljer toppfarten?
Är en Airbus A220 längre eller kortare än en Boeing 737 MAX 8?;Airbus A220-300;Boeing 737 MAX 8;38,7;39,5;meter;Hur många meter skiljer längden?
Väger en Mars-rover som Curiosity mer eller mindre än Perseverance?;Curiosity;Perseverance;899;1025;kilo;Hur många kilo skiljer vikten?
Har en elektrisk gräsklippare mer eller mindre effekt än en bensindriven?;Elektrisk gräsklippare;Bensindriven gräsklippare;1800;3000;watt;Hur många watt skiljer effekten?
Har NASA:s SLS-raket högre eller lägre startdragkraft än Saturn V?;NASA SLS;Saturn V;39100;33000;kilonewton;Hur många kilonewton skiljer dragkraften?
Drog Barbie in mer eller mindre än Super Mario Bros-filmen i biljettintäkter (2023)?;Barbie;Super Mario Bros-filmen;1360;1350;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Instagram fler eller färre månadsanvändare än TikTok 2024?;Instagram;TikTok;2,0;1,58;miljarder användare;Hur många miljarder användare skiljer det?
Hade McDonald's fler eller färre restauranger i världen än Starbucks 2024?;McDonald's;Starbucks;43477;40199;restauranger;Hur många restauranger skiljer det?
Drog Oppenheimer in mer eller mindre än Barbie i biljettintäkter (2023)?;Oppenheimer;Barbie;950;1360;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Lionel Messi fler eller färre följare på Instagram än Cristiano Ronaldo (2024)?;Lionel Messi;Cristiano Ronaldo;503;632;miljoner följare;Hur många miljoner följare skiljer det?
Drog Deadpool & Wolverine in mer eller mindre än Insidan ut 2 i biljettintäkter (2024)?;Deadpool & Wolverine;Insidan ut 2;1338;1699;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Polen en större eller mindre BNP än Sverige 2023?;Polen;Sverige;809;579;miljarder dollar;Hur många miljarder dollar skiljer det?
Drog Vaiana 2 in mer eller mindre än Deadpool & Wolverine i biljettintäkter (2024)?;Vaiana 2;Deadpool & Wolverine;1059;1338;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Cristiano Ronaldo fler eller färre följare på Instagram än Selena Gomez (2024)?;Cristiano Ronaldo;Selena Gomez;632;426;miljoner följare;Hur många miljoner följare skiljer det?
