fråga;källa;år
Har kokta äggnudlar fler eller färre kalorier än kokt couscous?;USDA FoodData Central;2024
Har en avokado fler eller färre kalorier än kokt pasta?;USDA FoodData Central;2024
Har gouda fler eller färre kalorier än brie?;USDA FoodData Central;2024
Innehåller en kopp grönt te mer eller mindre koffein än filterkaffe?;USDA FoodData Central / Eufic;2024
Innehåller parmesan mer eller mindre protein än ett ägg?;USDA FoodData Central;2024
Innehåller Red Bull mer eller mindre koffein än en Monster?;Red Bull GmbH / Caffeine Informer;2024
Har popcorn fler eller färre kalorier än potatischips?;USDA FoodData Central;2024
Innehåller en banan mer eller mindre C-vitamin än en kiwi?;USDA FoodData Central;2024
Innehåller spenat mer eller mindre järn än nötkött?;USDA FoodData Central;2024
Har en banan fler eller färre kalorier än vindruvor?;USDA FoodData Central;2024
Har Whopper fler eller färre kalorier än en Big Mac?;Burger King / McDonald's näringsinfo;2024
Har jordnötssmör fler eller färre kalorier än Nutella?;USDA FoodData Central / Ferrero;2024
Innehåller cheddar mer eller mindre protein än mandel?;USDA FoodData Central;2024
Har vaniljglass fler eller färre kalorier än grekisk yoghurt?;USDA FoodData Central;2024
Innehåller en kopp svart te mer eller mindre koffein än grönt te?;USDA FoodData Central / Eufic;2024
Har russin fler eller färre kalorier än färska vindruvor?;USDA FoodData Central;2024
Innehåller russin mer eller mindre socker än färska vindruvor?;USDA FoodData Central;2024
Innehåller en espresso mer eller mindre koffein än Coca-Cola?;USDA FoodData Central / Coca-Cola Company;2024
Har olivolja fler eller färre kalorier än kokt potatis?;USDA FoodData Central;2024
Väger ett hönsägg mer eller mindre än ett vaktelägg?;USDA FoodData Central / Nutrition Advance;2024
Har vispgrädde fler eller färre kalorier än lättmjölk?;USDA FoodData Central;2024
Innehåller smör mer eller mindre fett än olivolja?;USDA FoodData Central;2024
Har vodka fler eller färre kalorier än öl?;USDA FoodData Central / Healthline;2024
Innehåller mörk choklad mer eller mindre koffein än mjölkchoklad?;USDA (via Greatist / Yahoo Lifestyle);2024
