fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Uppfann Gutenberg boktryckarkonsten före eller efter att Colosseum stod färdigt?;Gutenbergs boktryckarkonst;Colosseum;1450;80;år;Hur många år skiljer det?
Upptäckte Columbus Amerika före eller efter att Colosseum stod färdigt?;Columbus upptäcker Amerika;Colosseum;1492;80;år;Hur många år skiljer det?
Regerade Ludvig XIV längre eller kortare än drottning Elisabet II?;Ludvig XIV;Elisabet II;72;70;år;Hur många år skiljer det?
Varade hundraårskriget längre eller kortare än trettioåriga kriget?;Hundraårskriget;Trettioåriga kriget;116;30;år;Hur många år skiljer det?
Varade det västromerska kejsardömet längre eller kortare än det bysantinska riket?;Västromerska kejsardömet;Bysantinska riket;503;1123;år;Hur många år skiljer det?
Regerade kejsar Augustus längre eller kortare än kejsar Nero?;Kejsar Augustus;Kejsar Nero;41;14;år;Hur många år skiljer det?
Är Cheopspyramiden i Giza äldre eller yngre än Stonehenge?;Cheopspyramiden;Stonehenge;2560;3100;år f.Kr.;Hur många år skiljer det?
Levde Julius Caesar (född) före eller efter Alexander den store (född)?;Julius Caesar;Alexander den store;100;356;år f.Kr.;Hur många år skiljer det?
Regerade Gustav Vasa längre eller kortare än Karl XII?;Gustav Vasa;Karl XII;37;21;år;Hur många år skiljer det?
Regerade Gustav II Adolf längre eller kortare än Gustav Vasa?;Gustav II Adolf;Gustav Vasa;21;37;år;Hur många år skiljer det?
Varade Vietnamkriget (USA) längre eller kortare än Koreakriget?;Vietnamkriget;Koreakriget;20;3;år;Hur många år skiljer det?
Hade Henrik VIII fler eller färre hustrur än antalet barn som Maria Teresia av Österrike födde?;Henrik VIII:s hustrur;Maria Teresias barn;6;16;antal;Hur många skiljer det?
Var Tutankhamon äldre eller yngre vid sin död än Alexander den store?;Tutankhamon;Alexander den store;18;32;år;Hur många år skiljer det?
Regerade farao Ramses II längre eller kortare än drottning Viktoria?;Ramses II;Drottning Viktoria;66;63;år;Hur många år skiljer det?
Levde Konfucius (född) före eller efter den grekiske filosofen Aristoteles (född)?;Konfucius;Aristoteles;551;384;år f.Kr.;Hur många år skiljer det?
Var Berlinmuren rest i fler eller färre år än Sovjetunionen existerade?;Berlinmuren;Sovjetunionen;28;69;år;Hur många år skiljer det?
Varade kalla kriget längre eller kortare än första världskriget?;Kalla kriget;Första världskriget;44;4;år;Hur många år skiljer det?
Hade Romarriket vid sin höjdpunkt en större eller mindre folkmängd än Sverige har idag?;Romarrikets folkmängd vid höjdpunkt;Sveriges folkmängd idag;60;10,5;miljoner;Hur många miljoner skiljer det?
Inleddes den maya-klassiska perioden före eller efter att Romarriket föll?;Mayas klassiska period inleds;Romarrikets fall;250;476;år;Hur många år skiljer det?
Dog de sista mammutarna ut för fler eller färre år sedan än då Cheopspyramiden byggdes?;Sista mammutarna (Wrangel);Cheopspyramiden;4000;4500;år sedan;Hur många år skiljer det?
Är Colosseum äldre eller yngre än Pantheon i Rom (nuvarande byggnad)?;Colosseum;Pantheon i Rom;80;126;år;Hur många år skiljer det?
Regerade kejsar Hirohito i Japan längre eller kortare än kejsar Augustus i Rom?;Kejsar Hirohito;Kejsar Augustus;62;41;år;Hur många år skiljer det?
Var Napoleon i landsförvisning på Elba längre eller kortare än på Sankt Helena?;Napoleon på Elba;Napoleon på Sankt Helena;300;1925;dygn;Hur många dygn skiljer det?
Var vikingaleden till Konstantinopel längre eller kortare än Marco Polos resa till Kina?;Vikingaleden till Miklagård;Marco Polos resa till Kina;3000;9000;kilometer;Hur många kilometer skiljer det?
Var den romerska Via Appia kortare eller längre än Hadrianus mur?;Via Appia;Hadrianus mur;196;117;kilometer;Hur många kilometer skiljer det?
Var Karthago äldre eller yngre än Rom (grundningsår)?;Karthago grundas;Rom grundas;814;753;år f.Kr.;Hur många år skiljer det?
Levde Sokrates (född) före eller efter Julius Caesar (född)?;Sokrates;Julius Caesar;470;100;år f.Kr.;Hur många år skiljer det?
Var Eiffeltornet vid invigningen högre eller lägre än Cheopspyramiden?;Eiffeltornet;Cheopspyramiden;312;147;meter;Hur många meter skiljer det?
Var Magellans jordenruntsegling längre eller kortare än Columbus första resa över Atlanten?;Magellans jordenruntsegling;Columbus första atlantresa;1080;70;dygn;Hur många dygn skiljer det?
Pågick belägringen av Leningrad längre eller kortare än belägringen av Troja enligt sägnen?;Belägringen av Leningrad;Belägringen av Troja;872;3650;dygn;Hur många dygn skiljer det?
Hade Frankrike fler eller färre kungar vid namn Ludvig än Sverige hade kungar vid namn Karl?;Franska kungar vid namn Ludvig;Svenska kungar vid namn Karl;18;16;antal;Hur många skiljer det?
Pågick slaget vid Stalingrad längre eller kortare än slaget vid Waterloo?;Slaget vid Stalingrad;Slaget vid Waterloo;200;1;dygn;Hur många dygn skiljer det?
Levde Cleopatra (född) före eller efter Alexander den store (född)?;Cleopatra;Alexander den store;69;356;år f.Kr.;Hur många år skiljer det?
Blev Isaac Newton äldre eller yngre än Mozart innan han dog?;Isaac Newton;Wolfgang Amadeus Mozart;84;35;år;Hur många år skiljer det?
Regerade tsar Peter den store längre eller kortare än drottning Kristina av Sverige?;Peter den store;Drottning Kristina;43;22;år;Hur många år skiljer det?
Pågick andra puniska kriget (Hannibal mot Rom) längre eller kortare än första puniska kriget?;Andra puniska kriget;Första puniska kriget;17;23;år;Hur många år skiljer det?
Var inkarikets sträckning längs Anderna längre eller kortare än kinesiska murens längd?;Inkarikets utbredning;Kinesiska muren;4000;6000;kilometer;Hur många kilometer skiljer det?
Blev Mozart yngre eller äldre än Beethoven innan han dog?;Mozart;Beethoven;35;56;år;Hur många år skiljer det?
Inleddes reformationen (Luthers teser) före eller efter att tryckpressen uppfanns?;Luthers 95 teser;Gutenbergs tryckpress;1517;1450;år;Hur många år skiljer det?
Var slaget vid Hastings före eller efter slaget vid Lützen?;Slaget vid Hastings;Slaget vid Lützen;1066;1632;år;Hur många år skiljer det?
Var den första olympiaden i antikens Grekland före eller efter Roms grundande?;Första antika olympiaden;Rom grundas;776;753;år f.Kr.;Hur många år skiljer det?
Dog dinosaurierna ut för fler eller färre miljoner år sedan än då de första människorna (Homo) uppträdde?;Dinosauriernas utdöende;Första Homo-arterna;66;2,8;miljoner år sedan;Hur många miljoner år skiljer det?
Är Cheopspyramiden i Giza äldre eller yngre än den babyloniska kungen Hammurabis lagar?;Cheopspyramiden;Hammurabis lagar;2560;1754;år f.Kr.;Hur många år skiljer det?
Regerade Mansa Musa i Mali längre eller kortare än Rikard Lejonhjärta i England?;Mansa Musa;Rikard Lejonhjärta;25;10;år;Hur många år skiljer det?
Var Brittiska imperiet vid sin höjdpunkt större eller mindre än mongolväldet vid sin höjdpunkt (yta)?;Brittiska imperiet vid höjdpunkt;Mongolväldet vid höjdpunkt;35;24;miljoner kvadratkilometer;Hur många miljoner kvadratkilometer skiljer det?
Var Apollo 11:s resa till månen och tillbaka kortare eller längre än Magellans jordenruntsegling?;Apollo 11:s månfärd;Magellans jordenruntsegling;8;1080;dygn;Hur många dygn skiljer det?
Hade Spanska armadan (1588) fler eller färre skepp än den grekiska flottan vid Salamis enligt antika källor?;Spanska armadan;Grekiska flottan vid Salamis;130;370;skepp;Hur många skiljer det?
Var Vasaskeppet längre eller kortare än det engelska örlogsskeppet Mary Rose?;Vasaskeppet;Mary Rose;69;32;meter;Hur många meter skiljer det?
Grundades biblioteket i Alexandria före eller efter att Rom blev republik?;Biblioteket i Alexandria grundas;Romerska republiken grundas;283;509;år f.Kr.;Hur många år skiljer det?
Varade det bysantinska riket längre eller kortare än den romerska republiken?;Bysantinska riket;Romerska republiken;1123;482;år;Hur många år skiljer det?
Var Romarriket vid sin höjdpunkt större eller mindre än mongolväldet vid sin höjdpunkt (yta)?;Romarriket vid höjdpunkt;Mongolväldet vid höjdpunkt;5;24;miljoner kvadratkilometer;Hur många miljoner kvadratkilometer skiljer det?
Regerade Karl den store längre eller kortare än Vilhelm Erövraren i England?;Karl den store;Vilhelm Erövraren;46;21;år;Hur många år skiljer det?
Pågick det peloponnesiska kriget (Sparta mot Aten) längre eller kortare än andra världskriget?;Peloponnesiska kriget;Andra världskriget;27;6;år;Hur många år skiljer det?
Var slaget vid Marathon före eller efter slaget vid Thermopyle?;Slaget vid Marathon;Slaget vid Thermopyle;490;480;år f.Kr.;Hur många år skiljer det?
Krävde digerdöden fler eller färre dödsoffer (miljoner) än första världskriget?;Digerdödens dödstal;Första världskrigets dödstal;75;20;miljoner;Hur många miljoner skiljer det?
Levde Galileo Galilei (född) före eller efter Isaac Newton (född)?;Galileo Galilei;Isaac Newton;1564;1643;år;Hur många år skiljer det?
Hade Columbus första expedition fler eller färre fartyg än Vasco da Gamas första resa till Indien?;Columbus första expedition;Vasco da Gamas första Indienresa;3;4;fartyg;Hur många skiljer det?
Pågick franska revolutionens skräckvälde kortare eller längre än Napoleons hundra dagar?;Skräckväldet i Frankrike;Napoleons hundra dagar;330;111;dygn;Hur många dygn skiljer det?
Begravdes Pompeji av Vesuvius utbrott före eller efter att Colosseum stod färdigt?;Vesuvius utbrott över Pompeji;Colosseum färdigt;79;80;år;Hur många år skiljer det?
Varade demokratin i antikens Aten kortare eller längre än det västromerska kejsardömet?;Atens demokrati;Västromerska kejsardömet;186;503;år;Hur många år skiljer det?
Regerade kejsarinnan Katarina den stora längre eller kortare än kung Karl XII av Sverige?;Katarina den stora;Karl XII;34;21;år;Hur många år skiljer det?
Var Hadrianus mur längre eller kortare än Antoninus mur i Skottland?;Hadrianus mur;Antoninus mur;117;63;kilometer;Hur många kilometer skiljer det?
Var antalet svenska kungar vid namn Karl fler eller färre än antalet romerska kejsare under det första århundradet e.Kr.?;Svenska kungar vid namn Karl;Romerska kejsare första århundradet;16;9;antal;Hur många skiljer det?
Var Berlinmuren rest i fler eller färre år än det delade Tyskland (DDR) existerade?;Berlinmuren stående;DDR existerade;28;41;år;Hur många år skiljer det?
Regerade Kublai khan över mongolerna längre eller kortare än Suleiman den store över osmanerna?;Kublai khan;Suleiman den store;34;46;år;Hur många år skiljer det?
Nådde vikingarna Nordamerika (Vinland) före eller efter att Columbus kom till Amerika?;Vikingarna i Vinland;Columbus i Amerika;1000;1492;år;Hur många år skiljer det?
Varade shogunatet Tokugawa i Japan längre eller kortare än det bysantinska riket?;Tokugawashogunatet;Bysantinska riket;265;1123;år;Hur många år skiljer det?
Var den första järnvägen för passagerare (Stockton–Darlington) före eller efter att Sverige fick sin första järnväg?;Stockton–Darlington;Sveriges första järnväg;1825;1856;år;Hur många år skiljer det?
Var antalet korståg till det heliga landet fler eller färre än antalet svenska kungar vid namn Erik?;Stora korstågen;Svenska kungar vid namn Erik;9;14;antal;Hur många skiljer det?
Anlades Babylons hängande trädgårdar före eller efter att den första antika olympiaden hölls?;Babylons hängande trädgårdar;Första antika olympiaden;600;776;år f.Kr.;Hur många år skiljer det?
Var Titanic längre eller kortare än det moderna hangarfartyget USS Gerald R. Ford?;Titanic;USS Gerald R. Ford;269;337;meter;Hur många meter skiljer det?
Tog slavskeppens atlantöverfart i genomsnitt fler eller färre dygn än Mayflowers resa till Amerika?;Slavskeppens atlantöverfart;Mayflowers resa;60;66;dygn;Hur många dygn skiljer det?
Regerade drottning Margareta I (Kalmarunionen) längre eller kortare än drottning Viktoria av Storbritannien?;Margareta I;Drottning Viktoria;25;63;år;Hur många år skiljer det?
Var det amerikanska frihetskriget längre eller kortare än det spanska inbördeskriget?;Amerikanska frihetskriget;Spanska inbördeskriget;8;3;år;Hur många år skiljer det?
Var Trajanus pelare i Rom högre eller lägre än Nelsons pelare i London?;Trajanus pelare;Nelsons pelare;35;52;meter;Hur många meter skiljer det?
Var Hannibals här som korsade Alperna större eller mindre än den persiska hären vid Thermopyle enligt antika källor?;Hannibals här över Alperna;Persiska hären vid Thermopyle (antik uppgift);40000;100000;man;Hur många skiljer det?
Var Sveriges stormaktstid längre eller kortare än den romerska republiken?;Sveriges stormaktstid;Romerska republiken;90;482;år;Hur många år skiljer det?
Pågick de antika olympiska spelen i fler eller färre århundraden än de moderna spelen hittills?;Antika OS varaktighet;Moderna OS hittills;12;1;århundraden;Hur många århundraden skiljer det?
Regerade påven med längst ämbetstid (Pius IX) längre eller kortare än drottning Viktoria?;Pius IX;Drottning Viktoria;31;63;år;Hur många år skiljer det?
Var Cheopspyramiden ursprungligen högre eller lägre än Frihetsgudinnan inklusive sockel?;Cheopspyramiden;Frihetsgudinnan med sockel;147;93;meter;Hur många meter skiljer det?
Var stora nordiska kriget (Karl XII:s krig) längre eller kortare än det spanska tronföljdskriget?;Stora nordiska kriget;Spanska tronföljdskriget;21;13;år;Hur många år skiljer det?
Varade den romerska republiken kortare eller längre än det västromerska kejsardömet?;Romerska republiken;Västromerska kejsardömet;482;503;år;Hur många år skiljer det?
Var Wright-brödernas första flygsträcka kortare eller längre än Eiffeltornets höjd vid invigningen?;Wright-brödernas första flygning;Eiffeltornet vid invigningen;37;312;meter;Hur många meter skiljer det?
Var det osmanska riket vid sin höjdpunkt större eller mindre än Romarriket vid sin höjdpunkt (yta)?;Osmanska riket vid höjdpunkt;Romarriket vid höjdpunkt;5,2;5;miljoner kvadratkilometer;Hur många miljoner kvadratkilometer skiljer det?
Var Lewis och Clarks expedition tvärs över Nordamerika längre eller kortare än Marco Polos resa till Kina?;Lewis och Clarks expedition;Marco Polos resa till Kina;6000;9000;kilometer;Hur många kilometer skiljer det?
Var Karl XII yngre eller äldre vid sin död än Alexander den store?;Karl XII vid sin död;Alexander den store vid sin död;36;32;år;Hur många år skiljer det?
Regerade kejsar Qin Shi Huang (Kinas förste kejsare) längre eller kortare än kejsar Augustus?;Qin Shi Huang;Kejsar Augustus;11;41;år;Hur många år skiljer det?
Krävde andra världskriget fler eller färre dödsoffer (miljoner) än första världskriget?;Andra världskrigets dödstal;Första världskrigets dödstal;70;20;miljoner;Hur många miljoner skiljer det?
Tog bygget av Cheopspyramiden fler eller färre år än bygget av Notre-Dame i Paris?;Cheopspyramidens byggtid;Notre-Dames byggtid;20;182;år;Hur många år skiljer det?
Hade antikens Rom vid sin höjdpunkt fler eller färre invånare än antikens Babylon?;Antikens Rom;Antikens Babylon;1000000;200000;invånare;Hur många skiljer det?
Pågick slaget vid Gettysburg längre eller kortare än slaget vid Hastings?;Slaget vid Gettysburg;Slaget vid Hastings;3;1;dygn;Hur många dygn skiljer det?
Pågick det amerikanska inbördeskriget längre eller kortare än det amerikanska frihetskriget?;Amerikanska inbördeskriget;Amerikanska frihetskriget;4;8;år;Hur många år skiljer det?
