fråga;källa;år
Inleddes reformationen före eller efter att Hagia Sofia stod färdig?;https://www.so-rummet.se/fakta-artiklar/martin-luther-och-inledningen-pa-reformationen (1517) / https://www.britannica.com/topic/Hagia-Sophia (537);2026
Kröntes Gustav Vasa till kung före eller efter att Hagia Sofia stod färdig?;https://www.britannica.com/topic/Hagia-Sophia (537) / https://en.wikipedia.org/wiki/Gustav_Vasa (krönt 12 jan 1528; vald 1523);2026
Föll Romarriket före eller efter att Colosseum stod färdigt?;https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80) / https://www.so-rummet.se/fakta-artiklar/varfor-gick-romarriket-under (476);2026
Föll Romarriket före eller efter att Magna Carta undertecknades?;https://www.so-rummet.se/fakta-artiklar/varfor-gick-romarriket-under (476) / https://www.britannica.com/topic/Magna-Carta (1215);2026
Bröt franska revolutionen ut före eller efter att Hagia Sofia stod färdig?;https://sv.wikipedia.org/wiki/Franska_revolutionen (1789) / https://www.britannica.com/topic/Hagia-Sophia (537);2026
Stod Colosseum färdigt före eller efter att Eiffeltornet invigdes?;https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80) / https://sv.wikipedia.org/wiki/Eiffeltornet (1889);2026
Uppfann Gutenberg boktryckarkonsten före eller efter att Colosseum stod färdigt?;https://www.so-rummet.se/fakta-artiklar/johann-gutenberg-och-konsten-att-trycka-bocker (~1450) / https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80);2026
Upptäckte Columbus Amerika före eller efter att Colosseum stod färdigt?;https://sv.wikipedia.org/wiki/Christofer_Columbus (1492) / https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80);2026
Regerade Ludvig XIV längre eller kortare än drottning Elisabet II?;https://sv.wikipedia.org/wiki/Ludvig_XIV_av_Frankrike (72 år) / https://sv.wikipedia.org/wiki/Elizabeth_II_av_Storbritannien (70 år);2026
Varade hundraårskriget längre eller kortare än trettioåriga kriget?;https://sv.wikipedia.org/wiki/Hundra%C3%A5rskriget (1337–1453, 116 år) / https://sv.wikipedia.org/wiki/Trettio%C3%A5riga_kriget (1618–1648, 30 år);2026
Varade det västromerska kejsardömet längre eller kortare än det bysantinska riket?;https://sv.wikipedia.org/wiki/Romerska_riket (27 f.Kr.–476, ~503 år) / https://sv.wikipedia.org/wiki/Bysantinska_riket (330–1453, ~1123 år);2026
Regerade kejsar Augustus längre eller kortare än kejsar Nero?;https://sv.wikipedia.org/wiki/Augustus (27 f.Kr.–14 e.Kr., 41 år) / https://sv.wikipedia.org/wiki/Nero (54–68, 14 år);2026
Är Cheopspyramiden i Giza äldre eller yngre än Stonehenge?;https://sv.wikipedia.org/wiki/Cheopspyramiden (~2560 f.Kr.) / https://sv.wikipedia.org/wiki/Stonehenge (~3100 f.Kr. tidigaste fas);2026
Levde Julius Caesar (född) före eller efter Alexander den store (född)?;https://sv.wikipedia.org/wiki/Julius_Caesar (100 f.Kr.) / https://sv.wikipedia.org/wiki/Alexander_den_store (356 f.Kr.);2026
Regerade Gustav Vasa längre eller kortare än Karl XII?;https://sv.wikipedia.org/wiki/Gustav_Vasa (1523–1560, 37 år) / https://sv.wikipedia.org/wiki/Karl_XII (1697–1718, 21 år);2026
Regerade Gustav II Adolf längre eller kortare än Gustav Vasa?;https://sv.wikipedia.org/wiki/Gustav_II_Adolf (1611–1632, 21 år) / https://sv.wikipedia.org/wiki/Gustav_Vasa (1523–1560, 37 år);2026
Varade Vietnamkriget (USA) längre eller kortare än Koreakriget?;https://sv.wikipedia.org/wiki/Vietnamkriget (~1955–1975, USA-engagemang ~20 år) / https://sv.wikipedia.org/wiki/Koreakriget (1950–1953, 3 år);2026
Hade Henrik VIII fler eller färre hustrur än antalet barn som Maria Teresia av Österrike födde?;https://sv.wikipedia.org/wiki/Henrik_VIII_av_England (6 hustrur) / https://sv.wikipedia.org/wiki/Maria_Teresia_av_%C3%96sterrike (16 barn);2026
Var Tutankhamon äldre eller yngre vid sin död än Alexander den store?;https://sv.wikipedia.org/wiki/Tutankhamon (~18 år) / https://sv.wikipedia.org/wiki/Alexander_den_store (32 år);2026
Regerade farao Ramses II längre eller kortare än drottning Viktoria?;https://sv.wikipedia.org/wiki/Ramses_II (~66 år) / https://sv.wikipedia.org/wiki/Viktoria_av_Storbritannien (63 år);2026
Levde Konfucius (född) före eller efter den grekiske filosofen Aristoteles (född)?;https://sv.wikipedia.org/wiki/Konfucius (551 f.Kr.) / https://sv.wikipedia.org/wiki/Aristoteles (384 f.Kr.);2026
Var Berlinmuren rest i fler eller färre år än Sovjetunionen existerade?;https://sv.wikipedia.org/wiki/Berlinmuren (1961–1989, 28 år) / https://sv.wikipedia.org/wiki/Sovjetunionen (1922–1991, 69 år);2026
Varade kalla kriget längre eller kortare än första världskriget?;https://sv.wikipedia.org/wiki/Kalla_kriget (~1947–1991, ~44 år) / https://sv.wikipedia.org/wiki/F%C3%B6rsta_v%C3%A4rldskriget (1914–1918, 4 år);2026
Hade Romarriket vid sin höjdpunkt en större eller mindre folkmängd än Sverige har idag?;https://sv.wikipedia.org/wiki/Romerska_riket (~60 milj vid höjdpunkt) / https://www.scb.se/ (Sverige ~10,5 milj);2026
Inleddes den maya-klassiska perioden före eller efter att Romarriket föll?;https://sv.wikipedia.org/wiki/Mayakulturen (klassisk period ~250 e.Kr.) / https://www.so-rummet.se/fakta-artiklar/varfor-gick-romarriket-under (476);2026
Dog de sista mammutarna ut för fler eller färre år sedan än då Cheopspyramiden byggdes?;https://sv.wikipedia.org/wiki/Ullhårig_mammut (Wrangelön ~4000 år sedan) / https://sv.wikipedia.org/wiki/Cheopspyramiden (~4500 år sedan);2026
Är Colosseum äldre eller yngre än Pantheon i Rom (nuvarande byggnad)?;https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80) / https://en.wikipedia.org/wiki/Pantheon,_Rome (~126);2026
Regerade kejsar Hirohito i Japan längre eller kortare än kejsar Augustus i Rom?;https://sv.wikipedia.org/wiki/Hirohito (1926–1989, 62 år) / https://sv.wikipedia.org/wiki/Augustus (27 f.Kr.–14 e.Kr., 41 år);2026
Var Napoleon i landsförvisning på Elba längre eller kortare än på Sankt Helena?;https://sv.wikipedia.org/wiki/Napoleon_I (Elba ~300 dygn 1814–1815 / Sankt Helena ~2000 dygn 1815–1821);2026
Var vikingaleden till Konstantinopel längre eller kortare än Marco Polos resa till Kina?;https://sv.wikipedia.org/wiki/V%C3%A4ringar (vägen till Miklagård ~3000 km) / https://sv.wikipedia.org/wiki/Marco_Polo (~9000 km);2026
Var den romerska Via Appia kortare eller längre än Hadrianus mur?;https://en.wikipedia.org/wiki/Appian_Way (~196 km) / https://en.wikipedia.org/wiki/Hadrian%27s_Wall (~117 km);2026
Var Karthago äldre eller yngre än Rom (grundningsår)?;https://sv.wikipedia.org/wiki/Karthago (814 f.Kr.) / https://sv.wikipedia.org/wiki/Rom (753 f.Kr.);2026
Levde Sokrates (född) före eller efter Julius Caesar (född)?;https://sv.wikipedia.org/wiki/Sokrates (~470 f.Kr.) / https://sv.wikipedia.org/wiki/Julius_Caesar (100 f.Kr.);2026
Var Eiffeltornet vid invigningen högre eller lägre än Cheopspyramiden?;https://sv.wikipedia.org/wiki/Eiffeltornet (312 m vid invigningen 1889) / https://sv.wikipedia.org/wiki/Cheopspyramiden (147 m);2026
Var Magellans jordenruntsegling längre eller kortare än Columbus första resa över Atlanten?;https://sv.wikipedia.org/wiki/Ferdinand_Magellan (1519–1522, ~1080 dygn) / https://sv.wikipedia.org/wiki/Christofer_Columbus (~70 dygn 1492);2026
Pågick belägringen av Leningrad längre eller kortare än belägringen av Troja enligt sägnen?;https://sv.wikipedia.org/wiki/Belägringen_av_Leningrad (872 dygn) / https://sv.wikipedia.org/wiki/Trojanska_kriget (10 år enligt sägnen, ~3650 dygn);2026
Hade Frankrike fler eller färre kungar vid namn Ludvig än Sverige hade kungar vid namn Karl?;https://sv.wikipedia.org/wiki/Ludvig (18 franska kungar) / https://sv.wikipedia.org/wiki/Karl_(kunganamn) (16 svenska Karl);2026
Pågick slaget vid Stalingrad längre eller kortare än slaget vid Waterloo?;https://en.wikipedia.org/wiki/Battle_of_Stalingrad (17 juli 1942–2 feb 1943, ~200 dygn) / https://sv.wikipedia.org/wiki/Slaget_vid_Waterloo (18 juni 1815, 1 dygn);2026
Levde Cleopatra (född) före eller efter Alexander den store (född)?;https://sv.wikipedia.org/wiki/Kleopatra_VII (69 f.Kr.) / https://sv.wikipedia.org/wiki/Alexander_den_store (356 f.Kr.);2026
Blev Isaac Newton äldre eller yngre än Mozart innan han dog?;https://sv.wikipedia.org/wiki/Isaac_Newton (84 år) / https://sv.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart (35 år);2026
Regerade tsar Peter den store längre eller kortare än drottning Kristina av Sverige?;https://sv.wikipedia.org/wiki/Peter_den_store (1682–1725, ~42 år) / https://sv.wikipedia.org/wiki/Kristina_(drottning) (1632–1654, 22 år);2026
Pågick andra puniska kriget (Hannibal mot Rom) längre eller kortare än första puniska kriget?;https://sv.wikipedia.org/wiki/Andra_puniska_kriget (218–201 f.Kr., 17 år) / https://sv.wikipedia.org/wiki/F%C3%B6rsta_puniska_kriget (264–241 f.Kr., 23 år);2026
Var inkarikets sträckning längs Anderna längre eller kortare än kinesiska murens längd?;https://sv.wikipedia.org/wiki/Inkariket (~4000 km nord-syd) / https://sv.wikipedia.org/wiki/Kinesiska_muren (~6000 km huvuddel);2026
Blev Mozart yngre eller äldre än Beethoven innan han dog?;https://sv.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart (35 år) / https://sv.wikipedia.org/wiki/Ludwig_van_Beethoven (56 år);2026
Inleddes reformationen (Luthers teser) före eller efter att tryckpressen uppfanns?;https://www.so-rummet.se/fakta-artiklar/martin-luther-och-inledningen-pa-reformationen (1517) / https://www.so-rummet.se/fakta-artiklar/johann-gutenberg-och-konsten-att-trycka-bocker (~1450);2026
Var slaget vid Hastings före eller efter slaget vid Lützen?;https://sv.wikipedia.org/wiki/Slaget_vid_Hastings (1066) / https://sv.wikipedia.org/wiki/Slaget_vid_L%C3%BCtzen_(1632) (1632);2026
Var den första olympiaden i antikens Grekland före eller efter Roms grundande?;https://sv.wikipedia.org/wiki/Antika_olympiska_spelen (776 f.Kr.) / https://sv.wikipedia.org/wiki/Rom (753 f.Kr.);2026
Dog dinosaurierna ut för fler eller färre miljoner år sedan än då de första människorna (Homo) uppträdde?;https://sv.wikipedia.org/wiki/Krita%E2%80%93paleogen-utdöendet (~66 milj år sedan) / https://sv.wikipedia.org/wiki/Homo (~2,8 milj år sedan);2026
Är Cheopspyramiden i Giza äldre eller yngre än den babyloniska kungen Hammurabis lagar?;https://sv.wikipedia.org/wiki/Cheopspyramiden (~2560 f.Kr.) / https://sv.wikipedia.org/wiki/Hammurabis_lagar (~1754 f.Kr.);2026
Regerade Mansa Musa i Mali längre eller kortare än Rikard Lejonhjärta i England?;https://en.wikipedia.org/wiki/Mansa_Musa (1312–1337, 25 år) / https://sv.wikipedia.org/wiki/Rikard_Lejonhj%C3%A4rta (1189–1199, 10 år);2026
Var Brittiska imperiet vid sin höjdpunkt större eller mindre än mongolväldet vid sin höjdpunkt (yta)?;https://en.wikipedia.org/wiki/British_Empire (~35,5 milj km² 1920) / https://en.wikipedia.org/wiki/Mongol_Empire (~24 milj km² vid höjdpunkt);2026
Var Apollo 11:s resa till månen och tillbaka kortare eller längre än Magellans jordenruntsegling?;https://sv.wikipedia.org/wiki/Apollo_11 (~8 dygn) / https://sv.wikipedia.org/wiki/Ferdinand_Magellan (~1080 dygn);2026
Hade Spanska armadan (1588) fler eller färre skepp än den grekiska flottan vid Salamis enligt antika källor?;https://sv.wikipedia.org/wiki/Spanska_armadan (~130 skepp) / https://sv.wikipedia.org/wiki/Slaget_vid_Salamis (~370 skepp enligt Herodotos);2026
Var Vasaskeppet längre eller kortare än det engelska örlogsskeppet Mary Rose?;https://sv.wikipedia.org/wiki/Vasa_(skepp) (~69 m) / https://en.wikipedia.org/wiki/Mary_Rose (~32 m);2026
Grundades biblioteket i Alexandria före eller efter att Rom blev republik?;https://sv.wikipedia.org/wiki/Biblioteket_i_Alexandria (~283 f.Kr.) / https://sv.wikipedia.org/wiki/Romerska_republiken (509 f.Kr.);2026
Varade det bysantinska riket längre eller kortare än den romerska republiken?;https://sv.wikipedia.org/wiki/Bysantinska_riket (330–1453, ~1123 år) / https://sv.wikipedia.org/wiki/Romerska_republiken (509–27 f.Kr., 482 år);2026
Var Romarriket vid sin höjdpunkt större eller mindre än mongolväldet vid sin höjdpunkt (yta)?;https://sv.wikipedia.org/wiki/Romerska_riket (~5 milj km²) / https://sv.wikipedia.org/wiki/Mongolv%C3%A4ldet (~24 milj km²);2026
Regerade Karl den store längre eller kortare än Vilhelm Erövraren i England?;https://sv.wikipedia.org/wiki/Karl_den_store (768–814, 46 år) / https://sv.wikipedia.org/wiki/Vilhelm_Er%C3%B6vraren (1066–1087, 21 år);2026
Pågick det peloponnesiska kriget (Sparta mot Aten) längre eller kortare än andra världskriget?;https://sv.wikipedia.org/wiki/Peloponnesiska_kriget (431–404 f.Kr., 27 år) / https://sv.wikipedia.org/wiki/Andra_v%C3%A4rldskriget (1939–1945, 6 år);2026
Var slaget vid Marathon före eller efter slaget vid Thermopyle?;https://sv.wikipedia.org/wiki/Slaget_vid_Marathon (490 f.Kr.) / https://sv.wikipedia.org/wiki/Slaget_vid_Thermopyle (480 f.Kr.);2026
Krävde digerdöden fler eller färre dödsoffer (miljoner) än första världskriget?;https://historiska.se/utforska-historien/kunskapsbank/digerdoden/ (~75 milj döda) / https://sv.wikipedia.org/wiki/F%C3%B6rsta_v%C3%A4rldskriget (~20 milj döda);2026
Levde Galileo Galilei (född) före eller efter Isaac Newton (född)?;https://sv.wikipedia.org/wiki/Galileo_Galilei (1564) / https://sv.wikipedia.org/wiki/Isaac_Newton (1643);2026
Hade Columbus första expedition fler eller färre fartyg än Vasco da Gamas första resa till Indien?;https://sv.wikipedia.org/wiki/Christofer_Columbus (3 fartyg 1492) / https://sv.wikipedia.org/wiki/Vasco_da_Gama (4 fartyg 1497);2026
Pågick franska revolutionens skräckvälde kortare eller längre än Napoleons hundra dagar?;https://sv.wikipedia.org/wiki/Skr%C3%A4ckv%C3%A4ldet (~330 dygn 1793–1794) / https://sv.wikipedia.org/wiki/Hundra_dagarna (~111 dygn 1815);2026
Begravdes Pompeji av Vesuvius utbrott före eller efter att Colosseum stod färdigt?;https://sv.wikipedia.org/wiki/Pompeji (79 e.Kr.) / https://bygginformation.se/nar-byggdes-colosseum-och-vad-anvands-det-till/ (80);2026
Varade demokratin i antikens Aten kortare eller längre än det västromerska kejsardömet?;https://sv.wikipedia.org/wiki/Atens_demokrati (~508–322 f.Kr., ~186 år) / https://sv.wikipedia.org/wiki/Romerska_riket (27 f.Kr.–476, 503 år);2026
Regerade kejsarinnan Katarina den stora längre eller kortare än kung Karl XII av Sverige?;https://sv.wikipedia.org/wiki/Katarina_den_stora (1762–1796, 34 år) / https://sv.wikipedia.org/wiki/Karl_XII (1697–1718, 21 år);2026
Var Hadrianus mur längre eller kortare än Antoninus mur i Skottland?;https://en.wikipedia.org/wiki/Hadrian%27s_Wall (~117 km) / https://en.wikipedia.org/wiki/Antonine_Wall (~63 km);2026
Var antalet svenska kungar vid namn Karl fler eller färre än antalet romerska kejsare under det första århundradet e.Kr.?;https://sv.wikipedia.org/wiki/Karl_(kunganamn) (16 svenska Karl) / https://sv.wikipedia.org/wiki/Lista_%C3%B6ver_romerska_kejsare (~9 kejsare 0–100 e.Kr.);2026
Var Berlinmuren rest i fler eller färre år än det delade Tyskland (DDR) existerade?;https://sv.wikipedia.org/wiki/Berlinmuren (1961–1989, 28 år) / https://sv.wikipedia.org/wiki/Tyska_demokratiska_republiken (1949–1990, 41 år);2026
Regerade Kublai khan över mongolerna längre eller kortare än Suleiman den store över osmanerna?;https://sv.wikipedia.org/wiki/Kublai_khan (1260–1294, 34 år) / https://sv.wikipedia.org/wiki/S%C3%BCleyman_I (1520–1566, 46 år);2026
Nådde vikingarna Nordamerika (Vinland) före eller efter att Columbus kom till Amerika?;https://sv.wikipedia.org/wiki/Vinland (~1000) / https://sv.wikipedia.org/wiki/Christofer_Columbus (1492);2026
Varade shogunatet Tokugawa i Japan längre eller kortare än det bysantinska riket?;https://sv.wikipedia.org/wiki/Tokugawashogunatet (1603–1868, 265 år) / https://sv.wikipedia.org/wiki/Bysantinska_riket (330–1453, ~1123 år);2026
Var den första järnvägen för passagerare (Stockton–Darlington) före eller efter att Sverige fick sin första järnväg?;https://en.wikipedia.org/wiki/Stockton_and_Darlington_Railway (1825) / https://sv.wikipedia.org/wiki/Sveriges_j%C3%A4rnv%C3%A4gshistoria (1856);2026
Var antalet korståg till det heliga landet fler eller färre än antalet svenska kungar vid namn Erik?;https://sv.wikipedia.org/wiki/Korst%C3%A5g (9 stora korståg) / https://sv.wikipedia.org/wiki/Erik_(kunganamn) (14 svenska Erik);2026
Anlades Babylons hängande trädgårdar före eller efter att den första antika olympiaden hölls?;https://sv.wikipedia.org/wiki/Babylons_h%C3%A4ngande_tr%C3%A4dg%C3%A5rdar (~600 f.Kr.) / https://sv.wikipedia.org/wiki/Antika_olympiska_spelen (776 f.Kr.);2026
Var Titanic längre eller kortare än det moderna hangarfartyget USS Gerald R. Ford?;https://sv.wikipedia.org/wiki/RMS_Titanic (269 m) / https://en.wikipedia.org/wiki/USS_Gerald_R._Ford (337 m);2026
Tog slavskeppens atlantöverfart i genomsnitt fler eller färre dygn än Mayflowers resa till Amerika?;https://en.wikipedia.org/wiki/Middle_Passage (~60 dygn) / https://en.wikipedia.org/wiki/Mayflower (~66 dygn 1620);2026
Regerade drottning Margareta I (Kalmarunionen) längre eller kortare än drottning Viktoria av Storbritannien?;https://lex.dk/Margrete_1. (~1387–1412, ~25 år) / https://sv.wikipedia.org/wiki/Viktoria_av_Storbritannien (63 år);2026
Var det amerikanska frihetskriget längre eller kortare än det spanska inbördeskriget?;https://en.wikipedia.org/wiki/American_Revolutionary_War (1775–1783, 8 år) / https://sv.wikipedia.org/wiki/Spanska_inb%C3%B6rdeskriget (1936–1939, 3 år);2026
Var Trajanus pelare i Rom högre eller lägre än Nelsons pelare i London?;https://en.wikipedia.org/wiki/Trajan%27s_Column (~35 m) / https://en.wikipedia.org/wiki/Nelson%27s_Column (~52 m);2026
Var Hannibals här som korsade Alperna större eller mindre än den persiska hären vid Thermopyle enligt antika källor?;https://sv.wikipedia.org/wiki/Hannibal (~40 000 man över Alperna) / https://sv.wikipedia.org/wiki/Slaget_vid_Thermopyle (~100 000+ enligt antika källor);2026
Var Sveriges stormaktstid längre eller kortare än den romerska republiken?;https://sv.wikipedia.org/wiki/Stormaktstiden (~1611–1721, ~90 år) / https://sv.wikipedia.org/wiki/Romerska_republiken (509–27 f.Kr., 482 år);2026
Pågick de antika olympiska spelen i fler eller färre århundraden än de moderna spelen hittills?;https://sv.wikipedia.org/wiki/Antika_olympiska_spelen (~776 f.Kr.–393 e.Kr., ~12 århundraden) / https://sv.wikipedia.org/wiki/Olympiska_spelen (sedan 1896, ~1 århundrade);2026
Regerade påven med längst ämbetstid (Pius IX) längre eller kortare än drottning Viktoria?;https://sv.wikipedia.org/wiki/Pius_IX (1846–1878, 31 år) / https://sv.wikipedia.org/wiki/Viktoria_av_Storbritannien (63 år);2026
Var Cheopspyramiden ursprungligen högre eller lägre än Frihetsgudinnan inklusive sockel?;https://sv.wikipedia.org/wiki/Cheopspyramiden (147 m) / https://sv.wikipedia.org/wiki/Frihetsgudinnan (93 m med sockel);2026
Var stora nordiska kriget (Karl XII:s krig) längre eller kortare än det spanska tronföljdskriget?;https://sv.wikipedia.org/wiki/Stora_nordiska_kriget (1700–1721, 21 år) / https://sv.wikipedia.org/wiki/Spanska_tronf%C3%B6ljdskriget (1701–1714, 13 år);2026
Varade den romerska republiken kortare eller längre än det västromerska kejsardömet?;https://sv.wikipedia.org/wiki/Romerska_republiken (509–27 f.Kr., 482 år) / https://sv.wikipedia.org/wiki/Romerska_riket (27 f.Kr.–476, 503 år);2026
Var Wright-brödernas första flygsträcka kortare eller längre än Eiffeltornets höjd vid invigningen?;https://sv.wikipedia.org/wiki/Wright_Flyer (~37 m 1903) / https://sv.wikipedia.org/wiki/Eiffeltornet (312 m vid invigningen);2026
Var det osmanska riket vid sin höjdpunkt större eller mindre än Romarriket vid sin höjdpunkt (yta)?;https://sv.wikipedia.org/wiki/Osmanska_riket (~5,2 milj km²) / https://sv.wikipedia.org/wiki/Romerska_riket (~5 milj km²);2026
Var Lewis och Clarks expedition tvärs över Nordamerika längre eller kortare än Marco Polos resa till Kina?;https://en.wikipedia.org/wiki/Lewis_and_Clark_Expedition (~6000 km) / https://sv.wikipedia.org/wiki/Marco_Polo (~9000 km);2026
Var Karl XII yngre eller äldre vid sin död än Alexander den store?;https://sv.wikipedia.org/wiki/Karl_XII (36 år) / https://sv.wikipedia.org/wiki/Alexander_den_store (32 år);2026
Regerade kejsar Qin Shi Huang (Kinas förste kejsare) längre eller kortare än kejsar Augustus?;https://sv.wikipedia.org/wiki/Qin_Shi_Huangdi (kejsare 221–210 f.Kr., 11 år) / https://sv.wikipedia.org/wiki/Augustus (27 f.Kr.–14 e.Kr., 41 år);2026
Krävde andra världskriget fler eller färre dödsoffer (miljoner) än första världskriget?;https://sv.wikipedia.org/wiki/Andra_v%C3%A4rldskriget (~70 milj döda) / https://sv.wikipedia.org/wiki/F%C3%B6rsta_v%C3%A4rldskriget (~20 milj döda);2026
Tog bygget av Cheopspyramiden fler eller färre år än bygget av Notre-Dame i Paris?;https://sv.wikipedia.org/wiki/Cheopspyramiden (~20 år) / https://en.wikipedia.org/wiki/Notre-Dame_de_Paris (1163–1345, ~182 år);2026
Hade antikens Rom vid sin höjdpunkt fler eller färre invånare än antikens Babylon?;https://sv.wikipedia.org/wiki/Antikens_Rom (~1 milj invånare) / https://sv.wikipedia.org/wiki/Babylon (~200 000 invånare);2026
Pågick slaget vid Gettysburg längre eller kortare än slaget vid Hastings?;https://en.wikipedia.org/wiki/Battle_of_Gettysburg (3 dygn 1863) / https://sv.wikipedia.org/wiki/Slaget_vid_Hastings (1 dygn 1066);2026
Pågick det amerikanska inbördeskriget längre eller kortare än det amerikanska frihetskriget?;https://en.wikipedia.org/wiki/American_Civil_War (1861–1865, 4 år) / https://en.wikipedia.org/wiki/American_Revolutionary_War (1775–1783, 8 år);2026
