fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är en blåvals vilopuls högre eller lägre än en människas?;Blåval;Människa;15;70;slag per minut;Hur många slag per minut skiljer det?
Väger en igelkott mer eller mindre än en ekorre?;Igelkott;Ekorre;1;0,3;kilo;Hur många kilo skiljer det?
Är en sillval längre eller kortare än en kaskelot?;Sillval;Kaskelot;24;18;meter;Hur många meter skiljer det?
Väger en puma mer eller mindre än en jaguar?;Puma;Jaguar;68;90;kilo;Hur många kilo skiljer det?
Väger en elefantsäl mer eller mindre än en späckhuggare?;Elefantsäl;Späckhuggare;4000;5000;kilo;Hur många kilo skiljer det?
Springer en älg fortare eller långsammare än en vitsvanshjort?;Älg;Vitsvanshjort;56;48;km/h;Hur många km/h skiljer det?
Är dräktighetstiden för en noshörning längre eller kortare än för en giraff?;Noshörning;Giraff;480;450;dygn;Hur många dygn skiljer det?
Väger en gråsäl mer eller mindre än en knubbsäl?;Gråsäl;Knubbsäl;230;100;kilo;Hur många kilo skiljer det?
Lever en papegoja längre eller kortare än en korp i det vilda?;Papegoja;Korp;50;15;år;Hur många år skiljer det?
Väger en kondor mer eller mindre än en pelikan?;Kondor;Pelikan;12;10;kilo;Hur många kilo skiljer det?
Är en knölvals fena längre eller kortare än en människa är lång?;Knölvalsfena;Människa;5;1,7;meter;Hur många meter skiljer det?
Väger en pytonorms ägg mer eller mindre än ett kolibriägg?;Pytonägg;Kolibriägg;130;0,4;gram;Hur många gram skiljer det?
Är en gnu snabbare eller långsammare än en zebra?;Gnu;Zebra;80;65;km/h;Hur många km/h skiljer det?
Väger en mandrill mer eller mindre än en babian?;Mandrill;Babian;35;30;kilo;Hur många kilo skiljer det?
Lever en flamingo längre eller kortare än en pelikan i det vilda?;Flamingo;Pelikan;40;25;år;Hur många år skiljer det?
Är dräktighetstiden för en späckhuggare längre eller kortare än för en flodhäst?;Späckhuggare;Flodhäst;510;240;dygn;Hur många dygn skiljer det?
Väger en tasmansk djävul mer eller mindre än en rödräv?;Tasmansk djävul;Rödräv;8;6;kilo;Hur många kilo skiljer det?
Springer en hare fortare eller långsammare än en kanin?;Hare;Kanin;70;48;km/h;Hur många km/h skiljer det?
Är en kungskobra längre eller kortare än en anakonda?;Kungskobra;Anakonda;5,5;6;meter;Hur många meter skiljer det?
Väger ett sjölejon mer eller mindre än en gråsäl?;Sjölejon;Gråsäl;300;230;kilo;Hur många kilo skiljer det?
Lever en tumlare längre eller kortare än en flasknosdelfin?;Tumlare;Flasknosdelfin;20;45;år;Hur många år skiljer det?
Väger en varan mer eller mindre än en leguan?;Varan;Leguan;20;8;kilo;Hur många kilo skiljer det?
Är en blåvalskalv vid födseln längre eller kortare än en vuxen späckhuggare?;Blåvalskalv;Späckhuggare;7;8;meter;Hur många meter skiljer det?
Väger ett kasuarägg mer eller mindre än ett emuägg?;Kasuarägg;Emuägg;650;550;gram;Hur många gram skiljer det?
Springer en varg fortare eller långsammare än en älg?;Varg;Älg;60;56;km/h;Hur många km/h skiljer det?
Väger en adeliepingvin mer eller mindre än en albatross?;Adeliepingvin;Albatross;5;9;kilo;Hur många kilo skiljer det?
Är dräktighetstiden för en katt längre eller kortare än för en elefant?;Katt;Elefant;65;645;dygn;Hur många dygn skiljer det?
Väger en räka mer eller mindre än en hummer?;Räka;Hummer;15;4000;gram;Hur många gram skiljer det?
Väger ett marsvin mer eller mindre än en kapybara?;Marsvin;Kapybara;1;55;kilo;Hur många kilo skiljer det?
Springer en sengångare fortare eller långsammare än en människa?;Sengångare;Människa;0,24;37;km/h;Hur många km/h skiljer det?
Lever en mus längre eller kortare än en papegoja?;Mus;Papegoja;3;50;år;Hur många år skiljer det?
Väger en talgoxe mer eller mindre än en koltrast?;Talgoxe;Koltrast;18;100;gram;Hur många gram skiljer det?
Väger en korsspindel mer eller mindre än en fågelspindel?;Korsspindel;Fågelspindel;1;85;gram;Hur många gram skiljer det?
Springer en kungspingvin fortare eller långsammare än en människa?;Kungspingvin;Människa;9;37;km/h;Hur många km/h skiljer det?
Är en lövgroda större eller mindre än en oxgroda?;Lövgroda;Oxgroda;4;20;centimeter;Hur många centimeter skiljer det?
Lever en bläckfisk längre eller kortare än en hummer?;Bläckfisk;Hummer;2;50;år;Hur många år skiljer det?
Väger en knölsvan mer eller mindre än en pelikan?;Knölsvan;Pelikan;12;10;kilo;Hur många kilo skiljer det?
Väger en pelikan mer eller mindre än en flamingo?;Pelikan;Flamingo;11;3,5;kilo;Hur många kilo skiljer det?
Är en boaorm längre eller kortare än en hornviper?;Boaorm;Hornviper;4;0,8;meter;Hur många meter skiljer det?
Springer en tamhäst fortare eller långsammare än en älg?;Tamhäst;Älg;70;56;km/h;Hur många km/h skiljer det?
Väger en kärrsköldpadda mer eller mindre än en galapagossköldpadda?;Kärrsköldpadda;Galapagossköldpadda;1;250;kilo;Hur många kilo skiljer det?
Är dräktighetstiden för en kanin längre eller kortare än för en katt?;Kanin;Katt;31;65;dygn;Hur många dygn skiljer det?
Väger en knölsvan mer eller mindre än en kanadagås?;Knölsvan;Kanadagås;12;5;kilo;Hur många kilo skiljer det?
Lever en igelkott längre eller kortare än en flodhäst?;Igelkott;Flodhäst;7;45;år;Hur många år skiljer det?
Är en näbbval längre eller kortare än en grindval?;Näbbval;Grindval;6;6,5;meter;Hur många meter skiljer det?
Väger ett rådjur mer eller mindre än en kronhjort?;Rådjur;Kronhjort;25;190;kilo;Hur många kilo skiljer det?
Springer en hyena fortare eller långsammare än ett lejon?;Hyena;Lejon;60;80;km/h;Hur många km/h skiljer det?
Är en kungsboa tyngre eller lättare än en nätpyton?;Kungsboa;Nätpyton;14;90;kilo;Hur många kilo skiljer det?
Lever en groda längre eller kortare än en padda?;Groda;Padda;10;15;år;Hur många år skiljer det?
Väger en valross mer eller mindre än ett sjölejon?;Valross;Sjölejon;1500;300;kilo;Hur många kilo skiljer det?
Är dräktighetstiden för en ko längre eller kortare än för en häst?;Ko;Häst;283;335;dygn;Hur många dygn skiljer det?
Väger en kungsörn mer eller mindre än en berguv?;Kungsörn;Berguv;5;3;kilo;Hur många kilo skiljer det?
Springer en noshörning fortare eller långsammare än en elefant?;Noshörning;Elefant;55;40;km/h;Hur många km/h skiljer det?
Lever en papegoja längre eller kortare än en flamingo?;Papegoja;Flamingo;50;40;år;Hur många år skiljer det?
Är en späckhuggares ryggfena högre eller lägre än en människa är lång?;Späckhuggarfena;Människa;1,8;1,7;meter;Hur många meter skiljer det?
Springer en gnu fortare eller långsammare än en gepard?;Gnu;Gepard;80;110;km/h;Hur många km/h skiljer det?
Väger ett lodjur mer eller mindre än en varg?;Lodjur;Varg;25;45;kilo;Hur många kilo skiljer det?
Väger en schimpans mer eller mindre än en människa?;Schimpans;Människa;50;70;kilo;Hur många kilo skiljer det?
Väger en babian mer eller mindre än en schimpans?;Babian;Schimpans;30;50;kilo;Hur många kilo skiljer det?
Är en gepard längre eller kortare än ett lejon i kroppen?;Gepard;Lejon;1,4;1,9;meter;Hur många meter skiljer det?
Springer en brunbjörn fortare eller långsammare än en människa?;Brunbjörn;Människa;48;37;km/h;Hur många km/h skiljer det?
Väger en gepard mer eller mindre än ett lodjur?;Gepard;Lodjur;54;25;kilo;Hur många kilo skiljer det?
Lever en varg längre eller kortare än en rödräv i det vilda?;Varg;Rödräv;13;5;år;Hur många år skiljer det?
Väger en grävling mer eller mindre än en bäver?;Grävling;Bäver;12;25;kilo;Hur många kilo skiljer det?
Är en kronhjort högre eller lägre än en älg i mankhöjd?;Kronhjort;Älg;1,2;2,1;meter;Hur många meter skiljer det?
Väger en babian mer eller mindre än en varg?;Babian;Varg;30;45;kilo;Hur många kilo skiljer det?
Är en pyton längre eller kortare än en boaorm?;Pyton;Boaorm;8;4;meter;Hur många meter skiljer det?
Väger en gam mer eller mindre än en kungsörn?;Gam;Kungsörn;9;5;kilo;Hur många kilo skiljer det?
Lever en elefant längre eller kortare än en häst?;Elefant;Häst;70;30;år;Hur många år skiljer det?
Väger en flasknosdelfin mer eller mindre än en späckhuggare?;Flasknosdelfin;Späckhuggare;200;5000;kilo;Hur många kilo skiljer det?
Väger en gnu mer eller mindre än en flodhäst?;Gnu;Flodhäst;250;1500;kilo;Hur många kilo skiljer det?
Är en gorilla högre eller lägre än en isbjörn stående?;Gorilla;Isbjörn;1,75;2,4;meter;Hur många meter skiljer det?
Väger en tamkatt mer eller mindre än ett lodjur?;Tamkatt;Lodjur;4;25;kilo;Hur många kilo skiljer det?
Väger en ren mer eller mindre än en bison?;Ren;Bison;150;900;kilo;Hur många kilo skiljer det?
Lever en kanin längre eller kortare än en häst?;Kanin;Häst;9;30;år;Hur många år skiljer det?
Är en kronhjort tyngre eller lättare än ett vildsvin?;Kronhjort;Vildsvin;190;100;kilo;Hur många kilo skiljer det?
Väger en gnu mer eller mindre än en afrikansk buffel?;Gnu;Afrikansk buffel;250;700;kilo;Hur många kilo skiljer det?
Väger en gorilla mer eller mindre än en orangutang?;Gorilla;Orangutang;160;100;kilo;Hur många kilo skiljer det?
Är en anakonda tyngre eller lättare än en boaorm?;Anakonda;Boaorm;200;25;kilo;Hur många kilo skiljer det?
Lever en elefant längre eller kortare än en flodhäst?;Elefant;Flodhäst;70;45;år;Hur många år skiljer det?
Väger ett vildsvin mer eller mindre än en varg?;Vildsvin;Varg;100;45;kilo;Hur många kilo skiljer det?
Är dräktighetstiden för en björn längre eller kortare än för en varg?;Brunbjörn;Varg;220;63;dygn;Hur många dygn skiljer det?
Lever en bäver längre eller kortare än en igelkott i det vilda?;Bäver;Igelkott;10;7;år;Hur många år skiljer det?
Väger en zebra mer eller mindre än en flodhäst?;Zebra;Flodhäst;350;1500;kilo;Hur många kilo skiljer det?
Lever en gris längre eller kortare än en ko?;Gris;Ko;18;20;år;Hur många år skiljer det?
Är en känguru tyngre eller lättare än en människa?;Känguru;Människa;85;70;kilo;Hur många kilo skiljer det?
Lever en jättesköldpadda längre eller kortare än en papegoja?;Jättesköldpadda;Papegoja;150;60;år;Hur många år skiljer det?
