fråga;källa;år
Är Tokyo Skytree högre eller lägre än Globen?;https://en.wikipedia.org/wiki/Tokyo_Skytree ; https://en.wikipedia.org/wiki/Avicii_Arena;2026
Är Burj Khalifa högre eller lägre än lutande tornet i Pisa?;https://en.wikipedia.org/wiki/Burj_Khalifa ; https://en.wikipedia.org/wiki/Leaning_Tower_of_Pisa;2026
Är Burj Khalifa högre eller lägre än Atomium?;https://en.wikipedia.org/wiki/Burj_Khalifa ; https://en.wikipedia.org/wiki/Atomium;2026
Är CN Tower högre eller lägre än lutande tornet i Pisa?;https://en.wikipedia.org/wiki/CN_Tower ; https://en.wikipedia.org/wiki/Leaning_Tower_of_Pisa;2026
Väger Eiffeltornet mer eller mindre än Frihetsgudinnan?;https://en.wikipedia.org/wiki/Eiffel_Tower ; https://en.wikipedia.org/wiki/Statue_of_Liberty;2026
Väger Tsar-klockan i Moskva mer eller mindre än Big Bens klocka?;https://en.wikipedia.org/wiki/Tsar_Bell ; https://en.wikipedia.org/wiki/Big_Ben;2026
Har Petersplatsen större eller mindre yta än Stora moskén i Mecka?;https://en.wikipedia.org/wiki/St._Peter%27s_Square ; https://en.wikipedia.org/wiki/Great_Mosque_of_Mecca;2026
Har Tower Bridge längre eller kortare huvudspann än Akashi Kaikyo-bron?;https://en.wikipedia.org/wiki/Tower_Bridge ; https://en.wikipedia.org/wiki/Akashi_Kaiky%C5%8D_Bridge;2026
Har Golden Gate-bron längre eller kortare huvudspann än Tower Bridge?;https://en.wikipedia.org/wiki/Golden_Gate_Bridge ; https://en.wikipedia.org/wiki/Tower_Bridge;2026
Är Empire State Building högre eller lägre än lutande tornet i Pisa?;https://en.wikipedia.org/wiki/Empire_State_Building ; https://en.wikipedia.org/wiki/Leaning_Tower_of_Pisa;2026
Är Notre-Dame i Paris äldre eller yngre än Cheopspyramiden?;https://en.wikipedia.org/wiki/Notre-Dame_de_Paris ; https://en.wikipedia.org/wiki/Great_Pyramid_of_Giza;2026
Har Versailles slott fler eller färre rum än Vita huset?;https://en.wikipedia.org/wiki/Palace_of_Versailles ; https://en.wikipedia.org/wiki/White_House;2026
Har Pentagon större eller mindre golvyta än Louvren?;https://en.wikipedia.org/wiki/The_Pentagon ; https://en.wikipedia.org/wiki/Louvre;2026
Är Tokyo Skytree högre eller lägre än lutande tornet i Pisa?;https://en.wikipedia.org/wiki/Tokyo_Skytree ; https://en.wikipedia.org/wiki/Leaning_Tower_of_Pisa;2026
Är Eiffeltornet högre eller lägre än Globen?;https://en.wikipedia.org/wiki/Eiffel_Tower ; https://en.wikipedia.org/wiki/Avicii_Arena;2026
