fråga;källa;år
Väger rymdteleskopet Hubble mer eller mindre än James Webb?;NASA / ESA (Hubble ca 11,1 t, James Webb ca 6,5 t);2026
Är Frihetsgudinnan högre eller lägre än Eiffeltornet?;NPS / Wikipedia (Frihetsgudinnan ca 93 m m. sockel, Eiffeltornet 330 m);2024
Hade Wright Flyer längre eller kortare vingbredd än en Boeing 747?;Smithsonian / Boeing (Wright Flyer 12 m vingbredd, 747 ca 68 m);2024
Har Golden Gate-bron längre eller kortare spann än Brooklyn Bridge?;Wikipedia (Golden Gate huvudspann 1280 m, Brooklyn Bridge 486 m);2024
Väger containerfartyget Ever Given mer eller mindre än Titanic?;Wikipedia (Ever Given ca 220000 t deplacement, Titanic ca 52000 t);2024
Är Saturn V-raketen högre eller lägre än Eiffeltornet?;NASA / Wikipedia (Saturn V 111 m, Eiffeltornet 330 m);2024
Hade en Spitfire högre eller lägre toppfart än Concorde?;Wikipedia (Spitfire ca 582 km/h, Concorde ca 2179 km/h);2024
Var luftskeppet Hindenburg längre eller kortare än en Boeing 747?;Wikipedia (Hindenburg 245 m, 747-8 73,3 m);2024
Väger Titanic mer eller mindre än kryssningsfartyget Symphony of the Seas?;Wikipedia (Titanic ca 52000 t, Symphony of the Seas ca 228000 t);2024
Har en Tesla Model S Plaid mer eller mindre effekt än en Tesla Model 3?;Tesla tillverkarspecifikationer (Plaid 1020 hk, Model 3 ca 283 hk);2024
Hade Wright Flyer högre eller lägre toppfart än en Spitfire?;Wikipedia (Wright Flyer ca 48 km/h, Spitfire ca 582 km/h);2024
Hade en Ford Model T mer eller mindre effekt än en Bugatti Chiron?;Ford historik / Bugatti (Model T ca 20 hk, Chiron 1500 hk);2024
Väger Apollos kommandomodul mer eller mindre än rymdstationen ISS?;NASA (Apollo CSM ca 30 t, ISS ca 420 t);2024
Flyger rymdsonden Parker Solar Probe snabbare eller långsammare än Voyager 1?;NASA (Parker Solar Probe ca 690000 km/h max, Voyager 1 ca 61000 km/h);2024
Är SpaceX Starship högre eller lägre än Saturn V?;SpaceX / NASA (Starship+Super Heavy ca 120 m, Saturn V 111 m);2024
Har en Cessna 172 större eller mindre vingbredd än en Antonov An-225?;Antonov / Cessna (An-225 88,4 m, Cessna 172 ca 11 m);2024
Har en Tesla Model 3 Long Range större eller mindre batteri än en Nissan Leaf?;Tillverkarspecifikationer (Model 3 LR ca 82 kWh, Leaf e+ 62 kWh);2024
Har Apple Watch Ultra större eller mindre skärm än en iPhone 15 Pro Max?;Apple tekniska specifikationer (Watch Ultra 1,92", iPhone 15 Pro Max 6,7");2024
Är en Boeing 787-9 längre eller kortare än en Airbus A350-900?;Boeing / Airbus (787-9 62,8 m, A350-900 66,8 m);2024
Kan en vanlig lastbil lasta mer eller mindre än gruvtrucken BelAZ 75710?;BelAZ / allmän (75710 450 t, vanlig lastbil ca 40 t totalvikt);2024
Hade en Bugatti Veyron Super Sport högre eller lägre toppfart än en Tesla Model 3?;Tillverkare (Veyron SS 431 km/h, Tesla Model 3 ca 225 km/h);2024
Är en Cessna 172 längre eller kortare än en Boeing 747-8?;Boeing / Cessna (747-8 76,3 m, Cessna 172 ca 8,3 m);2024
Har en Toyota Corolla mer eller mindre effekt än en Porsche 911 Turbo S?;Tillverkarspecifikationer (911 Turbo S 650 hk, Corolla ca 140 hk);2024
Hade en Tu-144 högre eller lägre toppfart än Concorde?;Wikipedia (Tu-144 ca 2430 km/h, Concorde 2179 km/h);2024
Har en Volkswagen Golf mer eller mindre effekt än en Lamborghini Aventador SVJ?;Tillverkarspecifikationer (Aventador SVJ 770 hk, Golf ca 150 hk);2024
Har en Apple Watch Ultra större eller mindre skärm än en iPad Pro 12,9 tum?;Apple tekniska specifikationer (iPad Pro 12,9", Watch Ultra 1,92");2024
Har en GoPro Hero12 fler eller färre megapixlar än en iPhone 15 Pro huvudkamera?;GoPro / Apple (Hero12 27 MP foto, iPhone 15 Pro 48 MP huvudkamera);2024
Väger en Boeing 747-8 mer eller mindre vid start än en Antonov An-225?;Boeing / Antonov MTOW (747-8 448 t, An-225 640 t);2024
Har en Volvo EX90 längre eller kortare räckvidd än en första generationens Nissan Leaf?;Tillverkare (Volvo EX90 ca 600 km WLTP, Leaf 2011 ca 175 km);2024
Är Japans maglevtåg L0 snabbare eller långsammare än Shanghai Maglev?;JR Central / Transrapid (L0 rekord 603 km/h, Shanghai Maglev 431 km/h drift);2024
Har en Dyson V15-dammsugare mer eller mindre effekt än en Dyson Supersonic-fön?;Dyson tekniska specifikationer (V15 ca 230 W, Supersonic 1600 W);2024
Har en MacBook Pro 16 tum större eller mindre skärm än en iMac 24 tum?;Apple tekniska specifikationer (MacBook Pro 16,2", iMac 23,5");2024
Har en DJI Mavic 3-drönare längre eller kortare flygtid än en DJI Mini 4 Pro?;DJI specifikationer (Mavic 3 ca 46 min, Mini 4 Pro ca 34 min);2024
Lanserades första Nokia 3310 tidigare eller senare än första iPod?;Lanseringshistorik (Nokia 3310 2000, iPod okt 2001);2024
Har en Volkswagen Golf mer eller mindre effekt än en Volvo FH16-lastbil?;Volvo / VW (FH16 750 hk, Golf ca 150 hk);2024
Väger rymdteleskopet James Webb mer eller mindre än en stadsbuss?;NASA / allmän (JWST ca 6,5 t, stadsbuss ca 12 t);2024
Har Falcon Heavy mer eller mindre startdragkraft än Saturn V?;SpaceX / NASA (Falcon Heavy ca 22800 kN, Saturn V ca 35100 kN);2024
Har en Samsung Galaxy S24 Ultra större eller mindre skärm än en Apple Watch Ultra?;Samsung / Apple (S24 Ultra 6,8", Watch Ultra 1,92");2024
Har en elsparkcykel högre eller lägre toppfart än en motorcykel?;Allmän (elsparkcykel ca 20 km/h, motorcykel ca 200 km/h);2024
Är en Ford F-150 Lightning tyngre eller lättare än en vanlig Ford F-150?;Ford specifikationer (Lightning ca 2950 kg, bensin-F-150 ca 2100 kg);2024
Har en Rimac Nevera mer eller mindre effekt än den nya Tesla Roadster?;Rimac / Tesla (Nevera 1914 hk, Roadster ca 1000 hk);2024
Är rymdsonden Voyager 1 längre bort eller närmare jorden än New Horizons? (2024);NASA (Voyager 1 ca 25,9 mrd km, New Horizons ca 9 mrd km);2024
Är en Falcon 9 högre eller lägre än Saturn V?;SpaceX / NASA (Falcon 9 ca 70 m, Saturn V 111 m);2024
Har en Samsung Galaxy S24 Ultra större eller mindre batteri än en iPhone 15 Pro Max?;Samsung / Apple (S24 Ultra 5000 mAh, iPhone 15 Pro Max 4441 mAh);2024
Väger en PlayStation 5 mer eller mindre än en Xbox Series X?;Sony / Microsoft (PS5 med skivenhet 4,5 kg, Xbox Series X 4,45 kg);2024
Väger en MacBook Air 13 tum mer eller mindre än en iPad Pro 12,9 tum?;Apple specifikationer (MacBook Air 13" 1,24 kg, iPad Pro 12,9" 0,68 kg);2024
Har en Volvo FH Electric längre eller kortare räckvidd än en Tesla Semi?;Tesla / Volvo (Semi ca 800 km, FH Aero Electric ca 600 km standard);2026
Hade en Bell 407-helikopter högre eller lägre toppfart än ett segelflygplan?;Bell / allmän (407 ca 259 km/h, segelflygplan ca 130 km/h);2024
Varvar en Formel 1-motor högre eller lägre än en vanlig personbilsmotor?;FIA / allmän (F1 ca 15000 rpm, personbil ca 6500 rpm);2024
Har ett segelflygplan större eller mindre vingbredd än en Boeing 747-8?;Boeing / allmän (747-8 68,4 m, segelflygplan ca 15 m);2024
Har en vanlig vägg-laddare till mobil mer eller mindre effekt än en snabbladdare?;USB-C PD-standard (snabbladdare ca 65 W, standard 5 W);2024
Har ett havsbaserat vindkraftverk större eller mindre rotordiameter än en jumbojets vingbredd?;Vestas/GE havsvind (rotordiameter ca 220 m, 747 vingbredd 68,4 m);2024
Är en fotbollsplan längre eller kortare än containerfartyget Maersk Triple E?;Maersk / FIFA (Triple E ca 400 m, fotbollsplan ca 105 m);2024
Har en Tesla Model S Plaid längre eller kortare räckvidd än en Lucid Air?;Tesla / Lucid WLTP (Model S Plaid ca 600 km, Lucid Air ca 830 km);2024
Väger en Formel 1-bil mer eller mindre än en MotoGP-motorcykel?;FIA / FIM (F1 minvikt 798 kg, MotoGP ca 157 kg);2024
Har en Falcon Heavy fler eller färre motorer i första steget än en Saturn V?;SpaceX / NASA (Falcon Heavy 27 Merlin, Saturn V 5 F-1);2024
Lanserades första Windows tidigare eller senare än första Macintosh?;Microsoft / Apple (Windows 1.0 1985, Macintosh 1984);2024
Har en vanlig personbil mer eller mindre dragvikt än en Tesla Cybertruck?;Tesla / allmän (Cybertruck ca 5000 kg dragvikt, personbil ca 1500 kg);2024
Är en Airbus A320 längre eller kortare än en Boeing 737?;Airbus / Boeing (A320 37,57 m, 737-800 39,5 m);2024
Har ett modernt toppgrafikkort mer eller mindre effekt än en spelkonsol?;Nvidia / Sony (RTX 4090 450 W, PS5 ca 200 W);2024
Är ett vanligt pendeltåg snabbare eller långsammare än ett kinesiskt höghastighetståg (CR400)?;CR / allmän (CR400 350 km/h, pendeltåg ca 120 km/h);2024
Har en Boeing 777 längre eller kortare räckvidd än en Airbus A220?;Boeing / Airbus (777-200LR 15843 km, A220-300 ca 6300 km);2024
Väger en elcykel mer eller mindre än en vanlig stadscykel?;Allmän (elcykel ca 25 kg, stadscykel ca 15 kg);2024
Har en robotdammsugare längre eller kortare batteritid än en handhållen Dyson?;Allmän (robot ca 120 min, handhållen ca 60 min);2024
Har en Nikon-systemkamera fler eller färre megapixlar än en Hasselblad mellanformat?;Nikon / Hasselblad (Z8 45,7 MP, X2D 100 MP);2024
Är raketen New Glenn högre eller lägre än Falcon Heavy?;Blue Origin / SpaceX (New Glenn ca 98 m, Falcon Heavy 70 m);2024
Hade rymdfärjan högre eller lägre startdragkraft än en Ariane 5?;NASA / ESA (rymdfärjan stack ca 30200 kN vid start, Ariane 5 ECA ca 13500 kN);2024
Vägde Apollos månlandare Eagle mer eller mindre än Mars-rovern Perseverance?;NASA (LM Eagle ca 15102 kg startmassa, Perseverance ca 1025 kg);2024
Hade Concorde högre eller lägre marschfart än ett vanligt passagerarplan?;Wikipedia (Concorde ca 2179 km/h, jetplan ca 900 km/h marschfart);2024
Flyger Voyager 1 snabbare eller långsammare än den internationella rymdstationen?;NASA (Voyager 1 ca 61000 km/h, ISS ca 28000 km/h omloppsfart);2024
Är Burj Khalifa högre eller lägre än One World Trade Center?;Wikipedia (Burj Khalifa 828 m, One WTC 541 m);2024
Väger en modern smartphone mer eller mindre än en surfplatta?;Allmän (smartphone ca 200 g, surfplatta ca 470 g);2024
Har en Lucid Air längre eller kortare räckvidd än en genomsnittlig elbil?;Lucid / allmän (Lucid Air ca 830 km, snitt-elbil ca 400 km WLTP);2024
Är Saturn V-raketen högre eller lägre än Frihetsgudinnan?;NASA / NPS (Saturn V 111 m, Frihetsgudinnan ca 93 m m. sockel);2024
Väger en DJI Mini-drönare mer eller mindre än en DJI Mavic 3?;DJI specifikationer (Mini 4 Pro 249 g, Mavic 3 ca 895 g);2024
Är kryssningsfartyget Icon of the Seas längre eller kortare än Symphony of the Seas?;Royal Caribbean (Icon ca 365 m, Symphony 362 m);2024
Hade rymdfärjan högre eller lägre fart i omloppsbana än SR-71 Blackbird?;NASA / Smithsonian (rymdfärjan ca 28000 km/h, SR-71 3530 km/h);2024
Hade en Formel 1-bil högre eller lägre toppfart än en IndyCar?;FIA / IndyCar (F1 ca 360 km/h, IndyCar ca 380 km/h på oval);2024
Har en smartklocka längre eller kortare batteritid än ett aktivitetsarmband?;Apple / Fitbit (Apple Watch ca 18 h, Fitbit-band ca 168 h / 7 dygn);2024
Är en blåval längre eller kortare än containerfartyget Ever Given?;Wikipedia (Ever Given 400 m, blåval ca 30 m);2024
Skulle en Hyperloop ha högre eller lägre toppfart än ett TGV?;Hyperloop-koncept / SNCF (Hyperloop ca 1000 km/h mål, TGV 320 km/h);2024
Har en FPV-racingdrönare högre eller lägre toppfart än en DJI Mavic 3?;Allmän / DJI (FPV-racing ca 160 km/h, Mavic 3 ca 75 km/h);2024
Kan rymdfärjan lyfta mer eller mindre last till omloppsbana än en Falcon 9?;NASA / SpaceX (rymdfärjan ca 24 t, Falcon 9 ca 22 t till LEO);2024
Har ett ATR 72-propellerplan längre eller kortare räckvidd än en Boeing 737 MAX?;Boeing / ATR (737 MAX 8 ca 6500 km, ATR 72 ca 1500 km);2024
Är ett Goodyear-luftskepp längre eller kortare än vad Hindenburg var?;Goodyear / Wikipedia (Goodyear-blimp ca 75 m, Hindenburg 245 m);2024
Är en Typhoon-ubåt längre eller kortare än Titanic?;Wikipedia (Typhoon-ubåt ca 175 m, Titanic 269 m);2024
Kan Saturn V lyfta mer eller mindre last till låg omloppsbana än Falcon Heavy?;NASA / SpaceX (Saturn V ca 140 t, Falcon Heavy ca 64 t till LEO);2024
Har en Tesla Model S Plaid högre eller lägre toppfart än en Bugatti Chiron?;Tesla / Bugatti (Model S Plaid ca 322 km/h, Chiron ca 420 km/h);2024
Är en Airbus A220 längre eller kortare än en Boeing 737 MAX 8?;Airbus / Boeing (A220-300 38,7 m, 737 MAX 8 39,5 m);2024
Har en robotgräsklippare längre eller kortare batteritid än en elektrisk lövblås?;Allmän (robotgräsklippare ca 90 min, lövblås ca 30 min);2024
Väger en Mars-rover som Curiosity mer eller mindre än Perseverance?;NASA (Curiosity 899 kg, Perseverance 1025 kg);2024
Har en elektrisk gräsklippare mer eller mindre effekt än en bensindriven?;Allmän (elgräsklippare ca 1800 W, bensin ca 3000 W / 4 hk);2024
Har NASA:s SLS-raket högre eller lägre startdragkraft än Saturn V?;NASA (SLS Block 1 ca 39100 kN, Saturn V ca 33000 kN);2024
Har en vanlig laptop större eller mindre lagring än en extern hårddisk?;Allmän (laptop SSD ca 512 GB, extern hårddisk ca 4000 GB / 4 TB);2024
