fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är en tulpan kortare eller längre än en stjälk av stockros?;Tulpan;Stockros;0,4;2,5;meter;Hur många meter skiljer det?
Är en liljekonvalj lägre eller högre än en lupin?;Liljekonvalj;Lupin;0,2;1;meter;Hur många meter skiljer det?
Lever en solros i regel kortare eller längre än ett äppelträd?;Solros;Äppelträd;1;100;år;Hur många år skiljer det?
Lever en björk i regel kortare eller längre än en ek?;Björk;Ek;50;300;år;Hur många år skiljer det?
Lever en tulpanlök i regel kortare eller längre än en pion?;Tulpan;Pion;5;50;år;Hur många år skiljer det?
Har en kantarell mindre eller större hatt än en Karl Johan?;Kantarell;Karl Johan;6;15;centimeter;Hur många centimeter skiljer det?
Har en champinjon mindre eller större hatt än en jätteröksvamp?;Champinjon;Jätteröksvamp;8;40;centimeter;Hur många centimeter skiljer det?
Har vitlök mer eller mindre energi per 100 gram än purjolök?;Vitlök;Purjolök;149;61;kcal;Hur många kcal skiljer det?
Har en dadel mer eller mindre energi per 100 gram än ett russin?;Dadlar;Russin;277;299;kcal;Hur många kcal skiljer det?
Har en paprika mer eller mindre energi per 100 gram än en zucchini?;Paprika;Zucchini;31;17;kcal;Hur många kcal skiljer det?
Har en aubergine mer eller mindre energi per 100 gram än en gurka?;Aubergine;Gurka;25;15;kcal;Hur många kcal skiljer det?
Har vetemjöl mer eller mindre energi per 100 gram än rågmjöl?;Vetemjöl;Rågmjöl;364;325;kcal;Hur många kcal skiljer det?
Har sallad mer eller mindre energi per 100 gram än kikärtor?;Sallad;Kikärtor;15;364;kcal;Hur många kcal skiljer det?
Har en cashewnöt mer eller mindre energi per 100 gram än en pistagenöt?;Cashewnötter;Pistagenötter;553;560;kcal;Hur många kcal skiljer det?
Har basilika mer eller mindre energi per 100 gram än persilja?;Basilika;Persilja;23;36;kcal;Hur många kcal skiljer det?
Har en tomat mer eller mindre energi per 100 gram än en russin?;Tomat;Russin;18;299;kcal;Hur många kcal skiljer det?
Har en zucchini mer eller mindre energi per 100 gram än en mandel?;Zucchini;Mandel;17;579;kcal;Hur många kcal skiljer det?
Är ett körsbär lättare eller tyngre än en jordgubbe?;Körsbär;Jordgubbe;8;12;gram;Hur många gram skiljer det?
Är en zucchini kortare eller längre än en gurka?;Zucchini;Gurka;20;30;centimeter;Hur många centimeter skiljer det?
Är en morot kortare eller längre än en palsternacka?;Morot;Palsternacka;18;25;centimeter;Hur många centimeter skiljer det?
Är en chilifrukt kortare eller längre än en paprika?;Chilifrukt;Paprika;7;10;centimeter;Hur många centimeter skiljer det?
Väger en potatis mer eller mindre än en gul lök?;Potatis;Gul lök;170;110;gram;Hur många gram skiljer det?
Väger en tomat mer eller mindre än en paprika?;Tomat;Paprika;120;160;gram;Hur många gram skiljer det?
Väger en zucchini mer eller mindre än en aubergine?;Zucchini;Aubergine;200;300;gram;Hur många gram skiljer det?
Väger en gul lök mer eller mindre än en rödbeta?;Gul lök;Rödbeta;110;150;gram;Hur många gram skiljer det?
Väger en avokado mer eller mindre än en mango?;Avokado;Mango;200;300;gram;Hur många gram skiljer det?
Väger en grapefrukt mer eller mindre än en apelsin?;Grapefrukt;Apelsin;250;140;gram;Hur många gram skiljer det?
Har ett fikon mer eller mindre energi per 100 gram än ett äpple?;Fikon;Äpple;74;52;kcal;Hur många kcal skiljer det?
Har ett granatäpple mer eller mindre energi per 100 gram än ett päron?;Granatäpple;Päron;83;57;kcal;Hur många kcal skiljer det?
Har en oliv mer eller mindre energi per 100 gram än en avokado?;Oliver;Avokado;115;160;kcal;Hur många kcal skiljer det?
Har majs mer eller mindre energi per 100 gram än en morot?;Majs;Morot;86;41;kcal;Hur många kcal skiljer det?
Har en sojaböna mer eller mindre energi per 100 gram än en kidneyböna?;Sojabönor;Kidneybönor;446;333;kcal;Hur många kcal skiljer det?
Har ingefära mer eller mindre energi per 100 gram än vitlök?;Ingefära;Vitlök;80;149;kcal;Hur många kcal skiljer det?
Är en lavendelbuske lägre eller högre än en rosenbuske?;Lavendel;Rosenbuske;0,6;1,2;meter;Hur många meter skiljer det?
Lever en hallonbuske i regel kortare eller längre än ett vinbärsris?;Hallonbuske;Vinbärsbuske;10;15;år;Hur många år skiljer det?
Är en blåbärsbuske lägre eller högre än en hallonbuske?;Blåbärsbuske;Hallonbuske;0,5;1,5;meter;Hur många meter skiljer det?
Har sötpotatis mer eller mindre energi per 100 gram än en pumpa?;Sötpotatis;Pumpa;86;26;kcal;Hur många kcal skiljer det?
Är en krokus lägre eller högre än en påsklilja?;Krokus;Påsklilja;0,1;0,4;meter;Hur många meter skiljer det?
Lever en lavendelbuske i regel kortare eller längre än en pion?;Lavendel;Pion;15;50;år;Hur många år skiljer det?
Har en pumpa mer eller mindre energi per 100 gram än en banan?;Pumpa;Banan;26;89;kcal;Hur många kcal skiljer det?
Har sallad mer eller mindre energi per 100 gram än potatis?;Sallad;Potatis;15;77;kcal;Hur många kcal skiljer det?
Har en gurka mer eller mindre energi per 100 gram än en majskolv?;Gurka;Majs;15;86;kcal;Hur många kcal skiljer det?
Har en morot mer eller mindre energi per 100 gram än vitlök?;Morot;Vitlök;41;149;kcal;Hur många kcal skiljer det?
Har ett päron mer eller mindre energi per 100 gram än en dadel?;Päron;Dadlar;57;277;kcal;Hur många kcal skiljer det?
