fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Var Apatosaurus längre eller kortare än Compsognathus?;Apatosaurus;Compsognathus;23;1;meter;Hur många meter skiljer det?
Var Microraptor längre eller kortare än Giganotosaurus?;Microraptor;Giganotosaurus;0,8;13;meter;Hur många meter skiljer det?
Vägde Quetzalcoatlus mer eller mindre än Compsognathus?;Quetzalcoatlus;Compsognathus;250;3;kilo;Hur många kilo skiljer det?
Vägde Smilodon mer eller mindre än den ullhåriga mammuten?;Smilodon;Ullhårig mammut;280;6000;kilo;Hur många kilo skiljer det?
Var Pachycephalosaurus längre eller kortare än Apatosaurus?;Pachycephalosaurus;Apatosaurus;4,5;23;meter;Hur många meter skiljer det?
Var Styracosaurus längre eller kortare än Edmontosaurus?;Styracosaurus;Edmontosaurus;5,5;12;meter;Hur många meter skiljer det?
Var Utahraptor längre eller kortare än Microraptor?;Utahraptor;Microraptor;7;0,8;meter;Hur många meter skiljer det?
Vägde en grottbjörn mer eller mindre än Megalodon?;Grottbjörn;Megalodon;450;50000;kilo;Hur många kilo skiljer det?
Var Edmontosaurus längre eller kortare än Pachycephalosaurus?;Edmontosaurus;Pachycephalosaurus;12;4,5;meter;Hur många meter skiljer det?
Var Plesiosaurus längre eller kortare än Protoceratops?;Plesiosaurus;Protoceratops;3,5;1,8;meter;Hur många meter skiljer det?
Var Deinonychus längre eller kortare än Therizinosaurus?;Deinonychus;Therizinosaurus;3,4;10;meter;Hur många meter skiljer det?
Vägde Baryonyx mer eller mindre än Giganotosaurus?;Baryonyx;Giganotosaurus;1700;8000;kilo;Hur många kilo skiljer det?
Var Megalodon längre eller kortare än Utahraptor?;Megalodon;Utahraptor;18;7;meter;Hur många meter skiljer det?
Vägde Microraptor mer eller mindre än Pteranodon?;Microraptor;Pteranodon;1;50;kilo;Hur många kilo skiljer det?
Var den ullhåriga mammutens betar längre eller kortare än klorna på Therizinosaurus?;Ullhårig mammut;Therizinosaurus;250;50;centimeter;Hur många centimeter skiljer det?
Vägde Pachycephalosaurus mer eller mindre än Apatosaurus?;Pachycephalosaurus;Apatosaurus;450;20000;kilo;Hur många kilo skiljer det?
Hade Styracosaurus längre eller kortare noshorn än klorna på Deinonychus?;Styracosaurus;Deinonychus;57;12;centimeter;Hur många centimeter skiljer det?
Vägde Baryonyx mer eller mindre än Protoceratops?;Baryonyx;Protoceratops;1700;180;kilo;Hur många kilo skiljer det?
Vägde Edmontosaurus mer eller mindre än Smilodon?;Edmontosaurus;Smilodon;5600;280;kilo;Hur många kilo skiljer det?
Väger en gris mer eller mindre än en ko?;Gris;Ko;110;600;kilo;Hur många kilo skiljer det?
Väger en varg mer eller mindre än en räv?;Varg;Räv;45;7;kilo;Hur många kilo skiljer det?
Är en elefant högre eller lägre än en giraff?;Afrikansk elefant;Giraff;3,3;5,5;meter;Hur många meter skiljer det?
Är en struts högre eller lägre än en pingvin?;Struts;Kejsarpingvin;2,7;1,1;meter;Hur många meter skiljer det?
Väger en igelkott mer eller mindre än en ekorre?;Igelkott;Ekorre;1;0,3;kilo;Hur många kilo skiljer det?
Väger ett bi mer eller mindre än en myra?;Bi;Myra;0,1;0,005;gram;Hur många gram skiljer det?
Väger ett bi mer eller mindre än en fjäril?;Bi;Monarkfjäril;0,1;0,5;gram;Hur många gram skiljer det?
Springer en häst snabbare eller långsammare än en gepard?;Häst;Gepard;70;110;km/h;Hur många km/h skiljer det?
Springer en gepard snabbare eller långsammare än en igelkott?;Gepard;Igelkott;110;8;km/h;Hur många km/h skiljer det?
Springer en struts snabbare eller långsammare än en elefant?;Struts;Afrikansk elefant;70;40;km/h;Hur många km/h skiljer det?
Lever en hund längre eller kortare än en jättesköldpadda?;Hund;Jättesköldpadda;13;150;år;Hur många år skiljer det?
Lever en papegoja längre eller kortare än en katt?;Papegoja;Katt;60;16;år;Hur många år skiljer det?
Lever en kanin längre eller kortare än en get?;Kanin;Get;9;18;år;Hur många år skiljer det?
Lever en örn längre eller kortare än en uggla?;Örn;Uggla;30;20;år;Hur många år skiljer det?
Väger en krokodil mer eller mindre än en get?;Krokodil;Get;1000;60;kilo;Hur många kilo skiljer det?
Väger en varg mer eller mindre än en isbjörn?;Varg;Isbjörn;45;450;kilo;Hur många kilo skiljer det?
Väger en känguru mer eller mindre än en räv?;Känguru;Räv;90;7;kilo;Hur många kilo skiljer det?
Väger en hund mer eller mindre än en gris?;Hund;Gris;30;110;kilo;Hur många kilo skiljer det?
Väger en tiger mer eller mindre än en giraff?;Tiger;Giraff;220;800;kilo;Hur många kilo skiljer det?
Är en delfin längre eller kortare än en späckhuggare?;Delfin;Späckhuggare;2,5;8;meter;Hur många meter skiljer det?
Väger en noshörning mer eller mindre än en flodhäst?;Noshörning;Flodhäst;2300;1500;kilo;Hur många kilo skiljer det?
Väger en bäver mer eller mindre än en säl?;Bäver;Säl;20;150;kilo;Hur många kilo skiljer det?
Väger en panda mer eller mindre än en koala?;Panda;Koala;100;9;kilo;Hur många kilo skiljer det?
Väger en zebra mer eller mindre än en åsna?;Zebra;Åsna;350;200;kilo;Hur många kilo skiljer det?
Väger ett vildsvin mer eller mindre än en lama?;Vildsvin;Lama;90;140;kilo;Hur många kilo skiljer det?
Väger en valross mer eller mindre än ett lodjur?;Valross;Lodjur;1000;22;kilo;Hur många kilo skiljer det?
Väger en kejsarpingvin mer eller mindre än en struts?;Kejsarpingvin;Struts;30;110;kilo;Hur många kilo skiljer det?
Väger en flodhäst mer eller mindre än en björn?;Flodhäst;Björn;1500;300;kilo;Hur många kilo skiljer det?
Väger en noshörning mer eller mindre än en kamel?;Noshörning;Kamel;2300;600;kilo;Hur många kilo skiljer det?
Väger ett lodjur mer eller mindre än en panda?;Lodjur;Panda;22;100;kilo;Hur många kilo skiljer det?
Är en kobra längre eller kortare än en pyton?;Kobra;Pyton;3,5;6;meter;Hur många meter skiljer det?
Är en kamel högre eller lägre än en åsna?;Kamel;Åsna;2,1;1,2;meter;Hur många meter skiljer det?
Är en hummer längre eller kortare än en bläckfisk?;Hummer;Bläckfisk;0,5;4;meter;Hur många meter skiljer det?
Är en tupp högre eller lägre än en emu?;Tupp;Emu;0,7;1,9;meter;Hur många meter skiljer det?
Väger ett vildsvin mer eller mindre än en zebra?;Vildsvin;Zebra;90;350;kilo;Hur många kilo skiljer det?
Lever en anka längre eller kortare än en papegoja?;Anka;Papegoja;10;60;år;Hur många år skiljer det?
Rör sig en fladdermus snabbare eller långsammare än en snigel?;Fladdermus;Snigel;40;0,05;km/h;Hur många km/h skiljer det?
Springer en älg snabbare eller långsammare än en bäver?;Älg;Bäver;55;6;km/h;Hur många km/h skiljer det?
Lever en mullvad längre eller kortare än en säl?;Mullvad;Säl;4;30;år;Hur många år skiljer det?
Lever en flamingo längre eller kortare än en mus?;Flamingo;Mus;40;2;år;Hur många år skiljer det?
Är en mullvad längre eller kortare än en bäver?;Mullvad;Bäver;0,15;1;meter;Hur många meter skiljer det?
Lever ett vildsvin längre eller kortare än en lama?;Vildsvin;Lama;12;20;år;Hur många år skiljer det?
Lever en säl längre eller kortare än en groda?;Säl;Groda;30;10;år;Hur många år skiljer det?
Lever en groda längre eller kortare än en flamingo?;Groda;Flamingo;10;40;år;Hur många år skiljer det?
Har en bläckfisk fler eller färre armar än en sjöstjärna?;Bläckfisk;Sjöstjärna;8;5;antal;Hur många armar skiljer det?
Väger en valross mer eller mindre än en pelikan?;Valross;Pelikan;1000;7;kilo;Hur många kilo skiljer det?
Väger en gorilla mer eller mindre än en schimpans?;Gorilla;Schimpans;170;50;kilo;Hur många kilo skiljer det?
Väger ett sjölejon mer eller mindre än en utter?;Sjölejon;Utter;300;25;kilo;Hur många kilo skiljer det?
Väger en kaskelot mer eller mindre än en narval?;Kaskelot;Narval;40000;1600;kilo;Hur många kilo skiljer det?
Väger en grävling mer eller mindre än en hare?;Grävling;Hare;12;4;kilo;Hur många kilo skiljer det?
Väger en orangutang mer eller mindre än en surikat?;Orangutang;Surikat;75;0,8;kilo;Hur många kilo skiljer det?
Väger en järv mer eller mindre än en tvättbjörn?;Järv;Tvättbjörn;16;6;kilo;Hur många kilo skiljer det?
Är en kaskelot längre eller kortare än en narval?;Kaskelot;Narval;16;5;meter;Hur många meter skiljer det?
Springer en jaguar snabbare eller långsammare än en sengångare?;Jaguar;Sengångare;80;0,24;km/h;Hur många km/h skiljer det?
Lever en kaskelot längre eller kortare än en lax?;Kaskelot;Lax;70;8;år;Hur många år skiljer det?
Lever ett sjölejon längre eller kortare än en hare?;Sjölejon;Hare;20;5;år;Hur många år skiljer det?
Är en myrslok längre eller kortare än en surikat?;Myrslok;Surikat;2;0,25;meter;Hur många meter skiljer det?
Springer en hare snabbare eller långsammare än en grävling?;Hare;Grävling;70;25;km/h;Hur många km/h skiljer det?
Väger en leopard mer eller mindre än en jaguar?;Leopard;Jaguar;60;90;kilo;Hur många kilo skiljer det?
Väger ett rådjur mer eller mindre än en ren?;Rådjur;Ren;25;120;kilo;Hur många kilo skiljer det?
Väger en tvättbjörn mer eller mindre än ett piggsvin?;Tvättbjörn;Piggsvin;8;12;kilo;Hur många kilo skiljer det?
Lever en svan längre eller kortare än en trana?;Svan;Trana;20;30;år;Hur många år skiljer det?
Är en kalkon längre eller kortare än en trana?;Kalkon;Trana;0,9;1,3;meter;Hur många meter skiljer det?
Lever en schimpans längre eller kortare än en gorilla?;Schimpans;Gorilla;30;40;år;Hur många år skiljer det?
Väger en räka mer eller mindre än en krabba?;Räka;Krabba;0,03;0,5;kilo;Hur många kilo skiljer det?
Väger en geting mer eller mindre än en humla?;Geting;Humla;0,06;0,2;gram;Hur många gram skiljer det?
Har en nyckelpiga fler eller färre ben än en krabba?;Nyckelpiga;Krabba;6;10;antal;Hur många ben skiljer det?
Lever en puma längre eller kortare än en kaskelot?;Puma;Kaskelot;13;70;år;Hur många år skiljer det?
Väger en manat mer eller mindre än en tapir?;Manat;Tapir;450;300;kilo;Hur många kilo skiljer det?
Väger en bison mer eller mindre än en vattenbuffel?;Bison;Vattenbuffel;800;900;kilo;Hur många kilo skiljer det?
Väger en impala mer eller mindre än en gnu?;Impala;Gnu;55;250;kilo;Hur många kilo skiljer det?
Väger en mandrill mer eller mindre än en babian?;Mandrill;Babian;32;25;kilo;Hur många kilo skiljer det?
Väger ett bältdjur mer eller mindre än en myrkott?;Bältdjur;Myrkott;6;12;kilo;Hur många kilo skiljer det?
Väger en vombat mer eller mindre än en lemur?;Vombat;Lemur;26;2;kilo;Hur många kilo skiljer det?
Väger en hermelin mer eller mindre än en iller?;Hermelin;Iller;0,25;1,2;kilo;Hur många kilo skiljer det?
Väger ett marsvin mer eller mindre än en hamster?;Marsvin;Hamster;1;0,12;kilo;Hur många kilo skiljer det?
Väger en näbbmus mer eller mindre än en mygga?;Näbbmus;Mygga;10;0,0025;gram;Hur många gram skiljer det?
Väger en präriehund mer eller mindre än ett murmeldjur?;Präriehund;Murmeldjur;1;5;kilo;Hur många kilo skiljer det?
Är en tumlare längre eller kortare än en manat?;Tumlare;Manat;1,6;3;meter;Hur många meter skiljer det?
Är en gnu högre eller lägre än en impala?;Gnu;Impala;1,4;0,9;meter;Hur många meter skiljer det?
Är en babian högre eller lägre än en bison?;Babian;Bison;0,7;1,9;meter;Hur många meter skiljer det?
Är en kameleont längre eller kortare än en gecko?;Kameleont;Gecko;0,3;0,2;meter;Hur många meter skiljer det?
Är en iguana längre eller kortare än en salamander?;Iguana;Salamander;1,5;0,2;meter;Hur många meter skiljer det?
Är en kakadua längre eller kortare än en tukan?;Kakadua;Tukan;0,5;0,55;meter;Hur många meter skiljer det?
Är en lunnefågel längre eller kortare än en skarv?;Lunnefågel;Skarv;0,3;0,9;meter;Hur många meter skiljer det?
Springer ett murmeldjur snabbare eller långsammare än en vattenbuffel?;Murmeldjur;Vattenbuffel;15;50;km/h;Hur många km/h skiljer det?
Springer en gasell snabbare eller långsammare än en tapir?;Gasell;Tapir;80;45;km/h;Hur många km/h skiljer det?
Lever en tumlare längre eller kortare än ett marsvin?;Tumlare;Marsvin;20;6;år;Hur många år skiljer det?
Lever en hamster längre eller kortare än en kakadua?;Hamster;Kakadua;3;50;år;Hur många år skiljer det?
Lever en lemur längre eller kortare än en iller?;Lemur;Iller;20;8;år;Hur många år skiljer det?
Lever en salamander längre eller kortare än en iguana?;Salamander;Iguana;10;15;år;Hur många år skiljer det?
Lever ett bältdjur längre eller kortare än en näbbmus?;Bältdjur;Näbbmus;12;2;år;Hur många år skiljer det?
Har en spindel fler eller färre ben än en gräshoppa?;Spindel;Gräshoppa;8;6;antal;Hur många ben skiljer det?
Har en tusenfoting fler eller färre ben än en skorpion?;Tusenfoting;Skorpion;100;8;antal;Hur många ben skiljer det?
Väger ett lejon mer eller mindre än en katt?;Lejon;Katt;190;4,5;kilo;Hur många kilo skiljer det?
Väger en get mer eller mindre än en höna?;Get;Höna;60;2,5;kilo;Hur många kilo skiljer det?
Väger ett marsvin mer eller mindre än en ekorre?;Marsvin;Ekorre;1;0,3;kilo;Hur många kilo skiljer det?
Är en vithaj längre eller kortare än en guldfisk?;Vithaj;Guldfisk;6;0,1;meter;Hur många meter skiljer det?
Är en snok längre eller kortare än en daggmask?;Snok;Daggmask;1;0,15;meter;Hur många meter skiljer det?
Springer en katt snabbare eller långsammare än en igelkott?;Katt;Igelkott;48;8;km/h;Hur många km/h skiljer det?
Väger ett lejon mer eller mindre än en björn?;Lejon;Björn;190;300;kilo;Hur många kilo skiljer det?
Väger en ko mer eller mindre än ett får?;Ko;Får;600;80;kilo;Hur många kilo skiljer det?
Väger en gris mer eller mindre än ett får?;Gris;Får;110;80;kilo;Hur många kilo skiljer det?
Väger en höna mer eller mindre än en tupp?;Höna;Tupp;2,5;3;kilo;Hur många kilo skiljer det?
Väger en ko mer eller mindre än en häst?;Ko;Häst;600;500;kilo;Hur många kilo skiljer det?
Väger en knölval mer eller mindre än en delfin?;Knölval;Delfin;30000;150;kilo;Hur många kilo skiljer det?
Väger en spindel mer eller mindre än en geting?;Spindel;Geting;0,5;0,06;gram;Hur många gram skiljer det?
Väger en mus mer eller mindre än en kanin?;Mus;Kanin;0,02;2;kilo;Hur många kilo skiljer det?
Väger en björn mer eller mindre än en varg?;Björn;Varg;300;45;kilo;Hur många kilo skiljer det?
Är en vithaj längre eller kortare än en snok?;Vithaj;Snok;6;1;meter;Hur många meter skiljer det?
Är en påfågel längre eller kortare än en tupp?;Påfågel;Tupp;1,1;0,7;meter;Hur många meter skiljer det?
Väger en räv mer eller mindre än en kanin?;Räv;Kanin;6;2;kilo;Hur många kilo skiljer det?
Väger ett bi mer eller mindre än en mygga?;Bi;Mygga;0,1;0,0025;gram;Hur många gram skiljer det?
Är en daggmask längre eller kortare än en snigel?;Daggmask;Snigel;0,15;0,07;meter;Hur många meter skiljer det?
Är en papegoja längre eller kortare än en undulat?;Papegoja;Undulat;0,35;0,18;meter;Hur många meter skiljer det?
Väger en höna mer eller mindre än en kyckling?;Höna;Kyckling;2,5;0,05;kilo;Hur många kilo skiljer det?
Har en personbil högre eller lägre toppfart än en Formel 1-bil?;Personbil;Formel 1-bil;180;360;km/h;Hur många km/h skiljer det?
Har ett höghastighetståg högre eller lägre toppfart än en buss?;Höghastighetståg;Buss;300;90;km/h;Hur många km/h skiljer det?
Har en helikopter högre eller lägre toppfart än en ångbåt?;Helikopter;Ångbåt;260;80;km/h;Hur många km/h skiljer det?
Har en segelbåt högre eller lägre toppfart än en motorcykel?;Segelbåt;Motorcykel;35;200;km/h;Hur många km/h skiljer det?
Är en segelbåt längre eller kortare än ett lastfartyg?;Segelbåt;Lastfartyg;12;300;meter;Hur många meter skiljer det?
Är ett godståg längre eller kortare än en buss?;Godståg;Buss;700;12;meter;Hur många meter skiljer det?
Är en brandbil längre eller kortare än en jumbojet?;Brandbil;Jumbojet;11;70;meter;Hur många meter skiljer det?
Är ett kryssningsfartyg längre eller kortare än en kanot?;Kryssningsfartyg;Kanot;300;5;meter;Hur många meter skiljer det?
Är en lastbil längre eller kortare än en helikopter?;Lastbil;Helikopter;7;18;meter;Hur många meter skiljer det?
Är en traktor längre eller kortare än en motorcykel?;Traktor;Motorcykel;4,5;2,2;meter;Hur många meter skiljer det?
Väger en brandbil mer eller mindre än en ambulans?;Brandbil;Ambulans;12000;3500;kilo;Hur många kilo skiljer det?
Väger en personbil mer eller mindre än en traktor?;Personbil;Traktor;1500;5000;kilo;Hur många kilo skiljer det?
Väger en cykel mer eller mindre än en motorcykel?;Cykel;Motorcykel;14;200;kilo;Hur många kilo skiljer det?
Väger en rymdraket mer eller mindre än en jumbojet?;Rymdraket;Jumbojet;2900000;180000;kilo;Hur många kilo skiljer det?
Har en lastbil fler eller färre hjul än en personbil?;Lastbil;Personbil;18;4;hjul;Hur många hjul skiljer det?
Tar en buss fler eller färre passagerare än en jumbojet?;Buss;Jumbojet;50;400;passagerare;Hur många passagerare skiljer det?
Har en lastbil fler eller färre hjul än en traktor?;Lastbil;Traktor;18;4;hjul;Hur många hjul skiljer det?
Har en tunnelbana högre eller lägre toppfart än ett pendeltåg?;Tunnelbana;Pendeltåg;80;160;km/h;Hur många km/h skiljer det?
Har ett propellerplan högre eller lägre toppfart än en snöskoter?;Propellerplan;Snöskoter;550;70;km/h;Hur många km/h skiljer det?
Har en vattenskoter högre eller lägre toppfart än en roddbåt?;Vattenskoter;Roddbåt;100;8;km/h;Hur många km/h skiljer det?
Är en färja längre eller kortare än en gummibåt?;Färja;Gummibåt;180;4;meter;Hur många meter skiljer det?
Är en husvagn längre eller kortare än en stadsbuss?;Husvagn;Stadsbuss;6;12;meter;Hur många meter skiljer det?
Är en ubåt längre eller kortare än en spårvagn?;Ubåt;Spårvagn;60;30;meter;Hur många meter skiljer det?
Är en betongbil längre eller kortare än en sopbil?;Betongbil;Sopbil;9;9,5;meter;Hur många meter skiljer det?
Är ett pendeltåg längre eller kortare än en spårvagn?;Pendeltåg;Spårvagn;100;30;meter;Hur många meter skiljer det?
Väger en grävmaskin mer eller mindre än en fyrhjuling?;Grävmaskin;Fyrhjuling;20000;300;kilo;Hur många kilo skiljer det?
Väger en husvagn mer eller mindre än en husbil?;Husvagn;Husbil;1300;3500;kilo;Hur många kilo skiljer det?
Väger en sopbil mer eller mindre än en betongbil?;Sopbil;Betongbil;12000;26000;kilo;Hur många kilo skiljer det?
Väger en snöskoter mer eller mindre än en moped?;Snöskoter;Moped;250;90;kilo;Hur många kilo skiljer det?
Väger en gokart mer eller mindre än en vattenskoter?;Gokart;Vattenskoter;150;350;kilo;Hur många kilo skiljer det?
Väger ett tåglok mer eller mindre än en grävmaskin?;Tåglok;Grävmaskin;90000;20000;kilo;Hur många kilo skiljer det?
Väger en kanot mer eller mindre än en roddbåt?;Kanot;Roddbåt;20;60;kilo;Hur många kilo skiljer det?
Tar ett pendeltåg fler eller färre passagerare än en spårvagn?;Pendeltåg;Spårvagn;1200;200;passagerare;Hur många passagerare skiljer det?
Har en gokart fler eller färre säten än en husbil?;Gokart;Husbil;1;6;säten;Hur många säten skiljer det?
Har en fyrhjuling fler eller färre hjul än en sopbil?;Fyrhjuling;Sopbil;4;6;hjul;Hur många hjul skiljer det?
Tar en tunnelbana fler eller färre passagerare än en färja?;Tunnelbana;Färja;1000;600;passagerare;Hur många passagerare skiljer det?
Rymmer en hjullastare mer eller mindre bränsle i tanken än en gokart?;Hjullastare;Gokart;250;8;liter;Hur många liter skiljer det?
Har ett segelflygplan högre eller lägre toppfart än en luftballong?;Segelflygplan;Luftballong;200;8;km/h;Hur många km/h skiljer det?
Har en vespa högre eller lägre toppfart än en hästvagn?;Vespa;Hästvagn;90;20;km/h;Hur många km/h skiljer det?
Har en skidlift högre eller lägre toppfart än en linbana?;Skidlift;Linbana;18;40;km/h;Hur många km/h skiljer det?
Har en skateboard högre eller lägre toppfart än ett par inlines?;Skateboard;Inlines;30;35;km/h;Hur många km/h skiljer det?
Har en isbrytare högre eller lägre toppfart än en bogserbåt?;Isbrytare;Bogserbåt;30;22;km/h;Hur många km/h skiljer det?
Har en bandvagn högre eller lägre toppfart än en stridsvagn?;Bandvagn;Stridsvagn;50;70;km/h;Hur många km/h skiljer det?
Är en zeppelinare längre eller kortare än en eka?;Zeppelinare;Eka;240;4;meter;Hur många meter skiljer det?
Är en dubbeldäckarbuss längre eller kortare än en limousine?;Dubbeldäckarbuss;Limousine;12;8;meter;Hur många meter skiljer det?
Är en minibuss längre eller kortare än en skolbuss?;Minibuss;Skolbuss;5,5;11;meter;Hur många meter skiljer det?
Är en pråm längre eller kortare än en bogserbåt?;Pråm;Bogserbåt;60;25;meter;Hur många meter skiljer det?
Är en jolle längre eller kortare än en gondol?;Jolle;Gondol;4;11;meter;Hur många meter skiljer det?
Är en gaffeltruck längre eller kortare än en skördetröska?;Gaffeltruck;Skördetröska;3;9;meter;Hur många meter skiljer det?
Är en taxi längre eller kortare än en limousine?;Taxi;Limousine;4,8;8;meter;Hur många meter skiljer det?
Väger en eka mer eller mindre än en jolle?;Eka;Jolle;60;45;kilo;Hur många kilo skiljer det?
Väger en taxi mer eller mindre än en limousine?;Taxi;Limousine;1600;2500;kilo;Hur många kilo skiljer det?
Väger en lådcykel mer eller mindre än en trehjuling?;Lådcykel;Trehjuling;40;12;kilo;Hur många kilo skiljer det?
Väger en ambulans mer eller mindre än en skolbuss?;Ambulans;Skolbuss;3500;9000;kilo;Hur många kilo skiljer det?
Tar en dubbeldäckarbuss fler eller färre passagerare än en minibuss?;Dubbeldäckarbuss;Minibuss;80;16;passagerare;Hur många passagerare skiljer det?
Tar en taxi fler eller färre passagerare än en minibuss?;Taxi;Minibuss;4;16;passagerare;Hur många passagerare skiljer det?
Har en lådcykel fler eller färre hjul än en stadsjeep?;Lådcykel;Stadsjeep;3;4;hjul;Hur många hjul skiljer det?
Är en surfbräda längre eller kortare än en kajak?;Surfbräda;Kajak;2,2;5,2;meter;Hur många meter skiljer det?
Rymmer en stridsvagn mer eller mindre bränsle i tanken än en stadsjeep?;Stridsvagn;Stadsjeep;1200;70;liter;Hur många liter skiljer det?
Väger en hjullastare mer eller mindre än en skateboard?;Hjullastare;Skateboard;18000;3;kilo;Hur många kilo skiljer det?
Väger en skördetröska mer eller mindre än en trampbil?;Skördetröska;Trampbil;14000;12;kilo;Hur många kilo skiljer det?
Väger en bärgningsbil mer eller mindre än ett par inlines?;Bärgningsbil;Inlines;12000;2;kilo;Hur många kilo skiljer det?
Väger en tankbil mer eller mindre än en lastcykel?;Tankbil;Lastcykel;26000;45;kilo;Hur många kilo skiljer det?
Väger en polisbil mer eller mindre än en stridsvagn?;Polisbil;Stridsvagn;1900;60000;kilo;Hur många kilo skiljer det?
