fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har en samojed högre eller lägre andel höftledsdysplasi än en mastino napoletano?;Samojed;Mastino napoletano;11,1;47;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en basset hound högre eller lägre andel höftledsdysplasi än en mellanschnauzer?;Basset hound;Mellanschnauzer;37,4;8,6;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en clumber spaniel högre eller lägre andel höftledsdysplasi än en mastino napoletano?;Clumber spaniel;Mastino napoletano;44,8;47;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en mastino napoletano högre eller lägre andel höftledsdysplasi än en newfoundlandshund?;Mastino napoletano;Newfoundlandshund;47;25,2;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en otterhound högre eller lägre andel höftledsdysplasi än en basset hound?;Otterhound;Basset hound;47,2;37,4;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en mellanschnauzer högre eller lägre andel höftledsdysplasi än en samojed?;Mellanschnauzer;Samojed;8,6;11,1;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en grand danois högre eller lägre andel höftledsdysplasi än en mellanschnauzer?;Grand danois;Mellanschnauzer;12;8,6;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en standardpudel högre eller lägre andel höftledsdysplasi än en samojed?;Standardpudel;Samojed;12,2;11,1;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en flatcoated retriever högre eller lägre andel höftledsdysplasi än en sibirisk husky?;Flatcoated retriever;Sibirisk husky;3;2;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en dvärgschnauzer längre eller kortare livslängd än en cocker spaniel?;Dvärgschnauzer;Cocker spaniel;14;13;år;Hur många år skiljer det i livslängd?
Har en fransk bulldogg längre eller kortare livslängd än en labrador?;Fransk bulldogg;Labrador;11;13;år;Hur många år skiljer det i livslängd?
Har en jack russell-terrier längre eller kortare livslängd än en grand danois?;Jack russell-terrier;Grand danois;16;8;år;Hur många år skiljer det i livslängd?
Har en pomeranian längre eller kortare livslängd än en bernhardshund?;Pomeranian;Bernhardshund;15;9;år;Hur många år skiljer det i livslängd?
Har en border collie längre eller kortare livslängd än en irländsk varghund?;Border collie;Irländsk varghund;14;7;år;Hur många år skiljer det i livslängd?
Har en engelsk mastiff längre eller kortare livslängd än en schipperke?;Engelsk mastiff;Schipperke;8;15;år;Hur många år skiljer det i livslängd?
Har en berner sennenhund längre eller kortare livslängd än en dvärgpinscher?;Berner sennenhund;Dvärgpinscher;8;14;år;Hur många år skiljer det i livslängd?
Har en springer spaniel längre eller kortare livslängd än en greyhound?;Springer spaniel;Greyhound;14;12;år;Hur många år skiljer det i livslängd?
Har en welsh corgi längre eller kortare livslängd än en berner sennenhund?;Welsh corgi;Berner sennenhund;13;8;år;Hur många år skiljer det i livslängd?
Har en irländsk röd setter längre eller kortare livslängd än en australian terrier?;Irländsk röd setter;Australian terrier;12;14;år;Hur många år skiljer det i livslängd?
Har en lhasa apso längre eller kortare livslängd än en bordeauxdogg?;Lhasa apso;Bordeauxdogg;14;9;år;Hur många år skiljer det i livslängd?
Har en italiensk vinthund längre eller kortare livslängd än en anatolisk herdehund?;Italiensk vinthund;Anatolisk herdehund;14;11;år;Hur många år skiljer det i livslängd?
Har en wachtelhund längre eller kortare livslängd än en irländsk varghund?;Wachtelhund;Irländsk varghund;13;7;år;Hur många år skiljer det i livslängd?
Har en norsk lundehund längre eller kortare livslängd än en bullmastiff?;Norsk lundehund;Bullmastiff;12;9;år;Hur många år skiljer det i livslängd?
Har en affenpinscher längre eller kortare livslängd än en borzoi?;Affenpinscher;Borzoi;14;11;år;Hur många år skiljer det i livslängd?
Har en norsk buhund längre eller kortare livslängd än en mastino napoletano?;Norsk buhund;Mastino napoletano;13;8;år;Hur många år skiljer det i livslängd?
Har en schipperke längre eller kortare livslängd än en berner sennenhund?;Schipperke;Berner sennenhund;15;7;år;Hur många år skiljer det i livslängd?
Är en tibetansk mastiff dyrare eller billigare i inköp än en cavalier king charles spaniel? (2025);Tibetansk mastiff;Cavalier king charles spaniel;45000;14000;kr;Hur många kronor skiljer det i valppris?
Är en lagotto romagnolo dyrare eller billigare i inköp än en cavalier king charles spaniel? (2025);Lagotto romagnolo;Cavalier king charles spaniel;22000;14000;kr;Hur många kronor skiljer det i valppris?
Är en tibetansk mastiff dyrare eller billigare i inköp än en dalmatiner? (2025);Tibetansk mastiff;Dalmatiner;50000;13000;kr;Hur många kronor skiljer det i valppris?
Är en newfoundlandshund dyrare eller billigare i inköp än en whippet? (2025);Newfoundlandshund;Whippet;25000;16000;kr;Hur många kronor skiljer det i valppris?
Är en lagotto romagnolo dyrare eller billigare i inköp än en korthårig vorsteh? (2025);Lagotto romagnolo;Korthårig vorsteh;30000;11000;kr;Hur många kronor skiljer det i valppris?
Är en engelsk bulldogg dyrare eller billigare i inköp än en springer spaniel? (2025);Engelsk bulldogg;Springer spaniel;40000;18000;kr;Hur många kronor skiljer det i valppris?
Registrerades det fler eller färre labrador retriever än golden retriever hos SKK 2023?;Labrador retriever;Golden retriever;2939;1682;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre shetland sheepdog än jämthund hos SKK 2023?;Shetland sheepdog;Jämthund;860;1243;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre fransk bulldogg än australian shepherd hos SKK 2023?;Fransk bulldogg;Australian shepherd;667;602;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre rhodesian ridgeback än tysk schäferhund hos SKK 2023?;Rhodesian ridgeback;Tysk schäferhund;350;1543;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre nova scotia duck tolling retriever än jämthund hos SKK 2023?;Nova scotia duck tolling retriever;Jämthund;260;1243;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre drever än labrador retriever hos SKK 2023?;Drever;Labrador retriever;594;2939;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre finsk spets än golden retriever hos SKK 2023?;Finsk spets;Golden retriever;120;1682;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre barbet än papillon hos SKK 2023?;Barbet;Papillon;40;350;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre affenpinscher än dalmatiner hos SKK 2023?;Affenpinscher;Dalmatiner;15;200;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre cavalier king charles spaniel än bichon havanais hos SKK 2023?;Cavalier king charles spaniel;Bichon havanais;600;850;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre staffordshire bullterrier än perro de presa canario hos SKK 2023?;Staffordshire bullterrier;Perro de presa canario;700;90;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre flatcoated retriever än finsk lapphund hos SKK 2023?;Flatcoated retriever;Finsk lapphund;649;691;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre hälleforshund än tysk jaktterrier hos SKK 2023?;Hälleforshund;Tysk jaktterrier;55;310;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre berger picard än borzoi hos SKK 2023?;Berger picard;Borzoi;5;150;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre otterhound än bichon bolognese hos SKK 2023?;Otterhound;Bichon bolognese;0;40;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre glen of imaal terrier än tysk pinscher hos SKK 2023?;Glen of imaal terrier;Tysk pinscher;5;100;registreringar/år;Hur många registreringar skiljer det?
Har en schäfer högre eller lägre mankhöjd än en rottweiler?;Schäfer;Rottweiler;63;64;cm;Hur många cm skiljer det i mankhöjd?
Har en border collie högre eller lägre mankhöjd än en eurasier?;Border collie;Eurasier;53;56;cm;Hur många cm skiljer det i mankhöjd?
Väger en golden retriever mer eller mindre än en labrador?;Golden retriever;Labrador;32;30;kg;Hur många kg skiljer det i vikt?
Väger en schnauzer mer eller mindre än en engelsk springer spaniel?;Schnauzer;Engelsk springer spaniel;18;22;kg;Hur många kg skiljer det i vikt?
Har en tax högre eller lägre mankhöjd än en cocker spaniel?;Tax;Cocker spaniel;22;39;cm;Hur många cm skiljer det i mankhöjd?
Har en beagle högre eller lägre mankhöjd än en jack russell-terrier?;Beagle;Jack russell-terrier;38;28;cm;Hur många cm skiljer det i mankhöjd?
Har en shetland sheepdog högre eller lägre mankhöjd än en weimaraner?;Shetland sheepdog;Weimaraner;37;64;cm;Hur många cm skiljer det i mankhöjd?
Har en welsh corgi högre eller lägre mankhöjd än en akita?;Welsh corgi;Akita;28;67;cm;Hur många cm skiljer det i mankhöjd?
Har en dobermann högre eller lägre mankhöjd än en pomeranian?;Dobermann;Pomeranian;68;22;cm;Hur många cm skiljer det i mankhöjd?
Har en border terrier högre eller lägre mankhöjd än en engelsk springer spaniel?;Border terrier;Engelsk springer spaniel;34;51;cm;Hur många cm skiljer det i mankhöjd?
Väger en schäfer mer eller mindre än en border collie?;Schäfer;Border collie;33;18;kg;Hur många kg skiljer det i vikt?
Väger en springer spaniel mer eller mindre än en riesenschnauzer?;Springer spaniel;Riesenschnauzer;20;35;kg;Hur många kg skiljer det i vikt?
Väger en welsh corgi mer eller mindre än en greyhound?;Welsh corgi;Greyhound;12;30;kg;Hur många kg skiljer det i vikt?
Väger en shiba inu mer eller mindre än en engelsk springer spaniel?;Shiba inu;Engelsk springer spaniel;10;22;kg;Hur många kg skiljer det i vikt?
Har en grand danois högre eller lägre mankhöjd än en chihuahua?;Grand danois;Chihuahua;80;18;cm;Hur många cm skiljer det i mankhöjd?
Har en irländsk varghund högre eller lägre mankhöjd än en mops?;Irländsk varghund;Mops;81;30;cm;Hur många cm skiljer det i mankhöjd?
Har en shih tzu högre eller lägre mankhöjd än en afghanhund?;Shih tzu;Afghanhund;25;70;cm;Hur många cm skiljer det i mankhöjd?
Väger en bernhardshund mer eller mindre än en beagle?;Bernhardshund;Beagle;75;12;kg;Hur många kg skiljer det i vikt?
Väger en boxer mer eller mindre än en mastiff?;Boxer;Mastiff;30;80;kg;Hur många kg skiljer det i vikt?
Väger en pekingese mer eller mindre än en greyhound?;Pekingese;Greyhound;5;30;kg;Hur många kg skiljer det i vikt?
Väger en akita mer eller mindre än en border terrier?;Akita;Border terrier;40;6;kg;Hur många kg skiljer det i vikt?
Väger en leonberger mer eller mindre än en papillon?;Leonberger;Papillon;60;4;kg;Hur många kg skiljer det i vikt?
Väger en yorkshireterrier mer eller mindre än en rottweiler?;Yorkshireterrier;Rottweiler;3;50;kg;Hur många kg skiljer det i vikt?
Väger en dvärgpinscher mer eller mindre än en alaskan malamute?;Dvärgpinscher;Alaskan malamute;5;38;kg;Hur många kg skiljer det i vikt?
Väger en newfoundlandshund mer eller mindre än en tax?;Newfoundlandshund;Tax;65;9;kg;Hur många kg skiljer det i vikt?
Får en chihuahua fler eller färre valpar i en genomsnittlig kull än en grand danois?;Chihuahua;Grand danois;3;8,5;valpar;Hur många valpar skiljer det i snittkull?
Får en pomeranian fler eller färre valpar i en genomsnittlig kull än en newfoundlandshund?;Pomeranian;Newfoundlandshund;2,5;8,5;valpar;Hur många valpar skiljer det i snittkull?
Får en mastiff fler eller färre valpar i en genomsnittlig kull än en maltese?;Mastiff;Maltese;8;3;valpar;Hur många valpar skiljer det i snittkull?
Får en dvärgspets fler eller färre valpar i en genomsnittlig kull än en bloodhound?;Dvärgspets;Bloodhound;2,5;8;valpar;Hur många valpar skiljer det i snittkull?
Får en pyrenéerhund fler eller färre valpar i en genomsnittlig kull än en papillon?;Pyrenéerhund;Papillon;8;3;valpar;Hur många valpar skiljer det i snittkull?
Får en cane corso fler eller färre valpar i en genomsnittlig kull än en shih tzu?;Cane corso;Shih tzu;7,5;3,5;valpar;Hur många valpar skiljer det i snittkull?
Får en pekingese fler eller färre valpar i en genomsnittlig kull än en samojed?;Pekingese;Samojed;3;6;valpar;Hur många valpar skiljer det i snittkull?
Får en siberian husky fler eller färre valpar i en genomsnittlig kull än en mops?;Siberian husky;Mops;6;4;valpar;Hur många valpar skiljer det i snittkull?
Får en cocker spaniel fler eller färre valpar i en genomsnittlig kull än en toypudel?;Cocker spaniel;Toypudel;6;3;valpar;Hur många valpar skiljer det i snittkull?
Får en gordonsetter fler eller färre valpar i en genomsnittlig kull än en dvärgtax?;Gordonsetter;Dvärgtax;7;3,5;valpar;Hur många valpar skiljer det i snittkull?
Får en bullmastiff fler eller färre valpar i en genomsnittlig kull än en whippet?;Bullmastiff;Whippet;8;5;valpar;Hur många valpar skiljer det i snittkull?
Får en bichon frisé fler eller färre valpar i en genomsnittlig kull än en briard?;Bichon frisé;Briard;4;8;valpar;Hur många valpar skiljer det i snittkull?
Får en dobermann fler eller färre valpar i en genomsnittlig kull än en basset hound?;Dobermann;Basset hound;7,5;6;valpar;Hur många valpar skiljer det i snittkull?
Får en pointer fler eller färre valpar i en genomsnittlig kull än en engelsk setter?;Pointer;Engelsk setter;7;7,5;valpar;Hur många valpar skiljer det i snittkull?
Får en vizsla fler eller färre valpar i en genomsnittlig kull än en flatcoated retriever?;Vizsla;Flatcoated retriever;6,5;7;valpar;Hur många valpar skiljer det i snittkull?
Får en komondor fler eller färre valpar i en genomsnittlig kull än en bordeauxdogg?;Komondor;Bordeauxdogg;6;8;valpar;Hur många valpar skiljer det i snittkull?
Får en bullterrier fler eller färre valpar i en genomsnittlig kull än en coton de tuléar?;Bullterrier;Coton de tuléar;5;3,5;valpar;Hur många valpar skiljer det i snittkull?
Får en boxer fler eller färre valpar i en genomsnittlig kull än en rysk vinthund?;Boxer;Rysk vinthund;6,5;7;valpar;Hur många valpar skiljer det i snittkull?
Får en alaskan malamute fler eller färre valpar i en genomsnittlig kull än en yorkshireterrier?;Alaskan malamute;Yorkshireterrier;6,5;3,5;valpar;Hur många valpar skiljer det i snittkull?
Får en tysk schäferhund fler eller färre valpar i en genomsnittlig kull än en fransk bulldogg?;Tysk schäferhund;Fransk bulldogg;8;3,5;valpar;Hur många valpar skiljer det i snittkull?
Får en labrador fler eller färre valpar i en genomsnittlig kull än en engelsk bulldogg?;Labrador;Engelsk bulldogg;7,5;4;valpar;Hur många valpar skiljer det i snittkull?
Får en irländsk röd setter fler eller färre valpar i en genomsnittlig kull än en beagle?;Irländsk röd setter;Beagle;9;6;valpar;Hur många valpar skiljer det i snittkull?
Får en dvärgpinscher fler eller färre valpar i en genomsnittlig kull än en rysk svart terrier?;Dvärgpinscher;Rysk svart terrier;3;9;valpar;Hur många valpar skiljer det i snittkull?
Får en affenpinscher fler eller färre valpar i en genomsnittlig kull än en weimaraner?;Affenpinscher;Weimaraner;3;7;valpar;Hur många valpar skiljer det i snittkull?
Är hundrasen saluki en äldre eller yngre ras än cane corso, räknat från det år rasen erkändes?;Saluki;Cane corso;103;19;år;Hur många år skiljer det i rasens ålder?
Är hundrasen lagotto romagnolo en äldre eller yngre ras än afghanhund, räknat från det år rasen erkändes?;Lagotto romagnolo;Afghanhund;31;65;år;Hur många år skiljer det i rasens ålder?
Är hundrasen pekingese en äldre eller yngre ras än cesky terrier, räknat från det år rasen erkändes?;Pekingese;Cesky terrier;128;63;år;Hur många år skiljer det i rasens ålder?
Är hundrasen dobermann en äldre eller yngre ras än pharaohhund, räknat från det år rasen erkändes?;Dobermann;Pharaohhund;126;63;år;Hur många år skiljer det i rasens ålder?
Är hundrasen bernhardshund en äldre eller yngre ras än dalmatiner, räknat från det år rasen erkändes?;Bernhardshund;Dalmatiner;139;136;år;Hur många år skiljer det i rasens ålder?
Är hundrasen boxer en äldre eller yngre ras än weimaraner, räknat från det år rasen erkändes?;Boxer;Weimaraner;131;130;år;Hur många år skiljer det i rasens ålder?
Är hundrasen bullmastiff en äldre eller yngre ras än rhodesian ridgeback, räknat från det år rasen erkändes?;Bullmastiff;Rhodesian ridgeback;102;104;år;Hur många år skiljer det i rasens ålder?
Är hundrasen akita en äldre eller yngre ras än dogo argentino, räknat från det år rasen erkändes?;Akita;Dogo argentino;95;98;år;Hur många år skiljer det i rasens ålder?
Är hundrasen leonberger en äldre eller yngre ras än rottweiler, räknat från det år rasen erkändes?;Leonberger;Rottweiler;135;125;år;Hur många år skiljer det i rasens ålder?
Är hundrasen staffordshire bullterrier en äldre eller yngre ras än bullterrier, räknat från det år rasen erkändes?;Staffordshire bullterrier;Bullterrier;91;138;år;Hur många år skiljer det i rasens ålder?
Är hundrasen whippet en äldre eller yngre ras än cesky terrier, räknat från det år rasen erkändes?;Whippet;Cesky terrier;135;63;år;Hur många år skiljer det i rasens ålder?
Är hundrasen eurasier en äldre eller yngre ras än rottweiler, räknat från det år rasen erkändes?;Eurasier;Rottweiler;53;125;år;Hur många år skiljer det i rasens ålder?
Är hundrasen staffordshire bullterrier en äldre eller yngre ras än shar pei, räknat från det år rasen erkändes?;Staffordshire bullterrier;Shar pei;91;45;år;Hur många år skiljer det i rasens ålder?
Är hundrasen svart terrier en äldre eller yngre ras än dogo argentino, räknat från det år rasen erkändes?;Svart terrier;Dogo argentino;42;98;år;Hur många år skiljer det i rasens ålder?
Är hundrasen bullmastiff en äldre eller yngre ras än shar pei, räknat från det år rasen erkändes?;Bullmastiff;Shar pei;102;45;år;Hur många år skiljer det i rasens ålder?
Är hundrasen jack russell-terrier en äldre eller yngre ras än nova scotia duck tolling retriever, räknat från det år rasen erkändes?;Jack russell-terrier;Nova scotia duck tolling retriever;26;81;år;Hur många år skiljer det i rasens ålder?
Är hundrasen shar pei en äldre eller yngre ras än jack russell-terrier, räknat från det år rasen erkändes?;Shar pei;Jack russell-terrier;45;26;år;Hur många år skiljer det i rasens ålder?
Är hundrasen svart terrier en äldre eller yngre ras än bullterrier, räknat från det år rasen erkändes?;Svart terrier;Bullterrier;42;138;år;Hur många år skiljer det i rasens ålder?
Är hundrasen leonberger en äldre eller yngre ras än nova scotia duck tolling retriever, räknat från det år rasen erkändes?;Leonberger;Nova scotia duck tolling retriever;135;81;år;Hur många år skiljer det i rasens ålder?
Är hundrasen lagotto romagnolo en äldre eller yngre ras än dalmatiner, räknat från det år rasen erkändes?;Lagotto romagnolo;Dalmatiner;31;136;år;Hur många år skiljer det i rasens ålder?
Är hundrasen weimaraner en äldre eller yngre ras än cane corso, räknat från det år rasen erkändes?;Weimaraner;Cane corso;130;19;år;Hur många år skiljer det i rasens ålder?
Är hundrasen dobermann en äldre eller yngre ras än shar pei, räknat från det år rasen erkändes?;Dobermann;Shar pei;126;45;år;Hur många år skiljer det i rasens ålder?
Är hundrasen eurasier en äldre eller yngre ras än bernhardshund, räknat från det år rasen erkändes?;Eurasier;Bernhardshund;53;139;år;Hur många år skiljer det i rasens ålder?
Registrerades det fler eller färre bichon havanais än labrador retriever hos SKK 2023?;Bichon havanais;Labrador retriever;849;2939;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre drever än tysk schäferhund hos SKK 2023?;Drever;Tysk schäferhund;594;1543;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre finsk lapphund än labrador retriever hos SKK 2023?;Finsk lapphund;Labrador retriever;691;2939;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre jämthund än australian shepherd hos SKK 2023?;Jämthund;Australian shepherd;1243;602;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre jämthund än finsk lapphund hos SKK 2023?;Jämthund;Finsk lapphund;1243;691;registreringar/år;Hur många registreringar skiljer det?
Springer en italiensk vinthund snabbare eller långsammare än en greyhound?;Italiensk vinthund;Greyhound;40;72;km/h;Hur många km/h skiljer det i toppfart?
Springer en saluki snabbare eller långsammare än en sloughi?;Saluki;Sloughi;68;67;km/h;Hur många km/h skiljer det i toppfart?
Springer en tysk schäferhund snabbare eller långsammare än en vizsla?;Tysk schäferhund;Vizsla;48;64;km/h;Hur många km/h skiljer det i toppfart?
Springer en afghanhund snabbare eller långsammare än en borzoi?;Afghanhund;Borzoi;64;58;km/h;Hur många km/h skiljer det i toppfart?
Springer en pharaohhund snabbare eller långsammare än en azawakh?;Pharaohhund;Azawakh;56;64;km/h;Hur många km/h skiljer det i toppfart?
Har en brittany högre eller lägre andel höftledsdysplasi än en chow chow?;Brittany;Chow chow;6;50;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en sussex spaniel högre eller lägre andel höftledsdysplasi än en chesapeake bay retriever?;Sussex spaniel;Chesapeake bay retriever;42;12;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en pointer högre eller lägre andel höftledsdysplasi än en gammal dansk hönsehund?;Pointer;Gammal dansk hönsehund;6;30;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en bloodhound högre eller lägre andel höftledsdysplasi än en kuvasz?;Bloodhound;Kuvasz;26;14;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en gordonsetter högre eller lägre andel höftledsdysplasi än en american staffordshire terrier?;Gordonsetter;American staffordshire terrier;21;25;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en pudelpointer högre eller lägre andel höftledsdysplasi än en briard?;Pudelpointer;Briard;7;22;%;Hur många procentenheter skiljer det i höftledsdysplasi?
Har en russkiy toy högre eller lägre mankhöjd än en kaukasisk ovtjarka?;Russkiy toy;Kaukasisk ovtjarka;25;72;cm;Hur många cm skiljer det i mankhöjd?
Har en pyreneisk mastiff högre eller lägre mankhöjd än en pražský krysařík?;Pyreneisk mastiff;Pražský krysařík;77;22;cm;Hur många cm skiljer det i mankhöjd?
Har en broholmer högre eller lägre mankhöjd än en volpino italiano?;Broholmer;Volpino italiano;75;28;cm;Hur många cm skiljer det i mankhöjd?
Har en kleinspitz högre eller lägre mankhöjd än en fila brasileiro?;Kleinspitz;Fila brasileiro;27;70;cm;Hur många cm skiljer det i mankhöjd?
Har en russkiy toy högre eller lägre mankhöjd än en broholmer?;Russkiy toy;Broholmer;25;75;cm;Hur många cm skiljer det i mankhöjd?
Har en kaukasisk ovtjarka högre eller lägre mankhöjd än en volpino italiano?;Kaukasisk ovtjarka;Volpino italiano;72;28;cm;Hur många cm skiljer det i mankhöjd?
Väger en pražský krysařík mer eller mindre än en pyreneisk mastiff?;Pražský krysařík;Pyreneisk mastiff;2,6;70;kg;Hur många kg skiljer det i vikt?
Väger en fila brasileiro mer eller mindre än en volpino italiano?;Fila brasileiro;Volpino italiano;50;5;kg;Hur många kg skiljer det i vikt?
Är en fransk bulldogg dyrare eller billigare i inköp än en pomeranian? (2025);Fransk bulldogg;Pomeranian;25000;13000;kr;Hur många kronor skiljer det i valppris?
Är en cocker spaniel dyrare eller billigare i inköp än en tax? (2025);Cocker spaniel;Tax;20000;12000;kr;Hur många kronor skiljer det i valppris?
Är en berner sennenhund dyrare eller billigare i inköp än en golden retriever? (2025);Berner sennenhund;Golden retriever;24000;18000;kr;Hur många kronor skiljer det i valppris?
Är en cavalier king charles spaniel dyrare eller billigare i inköp än en bichon havanais? (2025);Cavalier king charles spaniel;Bichon havanais;14000;16000;kr;Hur många kronor skiljer det i valppris?
Är en akita dyrare eller billigare i inköp än en shiba inu? (2025);Akita;Shiba inu;18000;15000;kr;Hur många kronor skiljer det i valppris?
Är en border collie dyrare eller billigare i inköp än en australian shepherd? (2025);Border collie;Australian shepherd;16000;22000;kr;Hur många kronor skiljer det i valppris?
Är en rhodesian ridgeback dyrare eller billigare i inköp än en beagle? (2025);Rhodesian ridgeback;Beagle;24000;16000;kr;Hur många kronor skiljer det i valppris?
Är en chihuahua dyrare eller billigare i inköp än en tibetansk mastiff? (2025);Chihuahua;Tibetansk mastiff;15000;38000;kr;Hur många kronor skiljer det i valppris?
Är en vizsla dyrare eller billigare i inköp än en leonberger? (2025);Vizsla;Leonberger;20000;28000;kr;Hur många kronor skiljer det i valppris?
Är en staffordshire bullterrier dyrare eller billigare i inköp än en bichon frisé? (2025);Staffordshire bullterrier;Bichon frisé;15000;22000;kr;Hur många kronor skiljer det i valppris?
Är en siberian husky dyrare eller billigare i inköp än en cane corso? (2025);Siberian husky;Cane corso;12000;30000;kr;Hur många kronor skiljer det i valppris?
Är en mellanpudel dyrare eller billigare i inköp än en welsh corgi? (2025);Mellanpudel;Welsh corgi;30000;22000;kr;Hur många kronor skiljer det i valppris?
Är en eurasier dyrare eller billigare i inköp än en shih tzu? (2025);Eurasier;Shih tzu;22000;18000;kr;Hur många kronor skiljer det i valppris?
Är en italiensk vinthund dyrare eller billigare i inköp än en tibetansk mastiff? (2025);Italiensk vinthund;Tibetansk mastiff;14000;38000;kr;Hur många kronor skiljer det i valppris?
Är en saluki dyrare eller billigare i inköp än en drever? (2025);Saluki;Drever;22000;10000;kr;Hur många kronor skiljer det i valppris?
Är en pyrenéerhund dyrare eller billigare i inköp än en affenpinscher? (2025);Pyrenéerhund;Affenpinscher;28000;10000;kr;Hur många kronor skiljer det i valppris?
Registrerades det fler eller färre shetland sheepdog än chihuahua (långhårig) hos SKK 2023?;Shetland sheepdog;Chihuahua (långhårig);860;622;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre drever än wachtelhund hos SKK 2023?;Drever;Wachtelhund;594;60;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre australian shepherd än breton hos SKK 2023?;Australian shepherd;Breton;602;65;registreringar/år;Hur många registreringar skiljer det?
